# Time-averaged data for fix avgrdf
# TimeStep Number-of-rows
# Row c_h2oRDF[1] c_h2oRDF[2] c_h2oRDF[3] c_h2oRDF[4] c_h2oRDF[5] c_h2oRDF[6] c_h2oRDF[7]
10000 100
96 9.55 0.996387 246.234 1.0003 123.11 0.996965 123.155
97 9.65 0.997493 254.046 0.999261 127.027 0.994133 127.044
98 9.75 0.997531 262.02 0.998022 131.02 0.994959 131.017
99 9.85 0.998143 270.164 0.99776 135.094 0.992703 135.063
100 9.95 0.999097 278.482 0.998259 139.254 0.987934 139.172
610000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000776052 0.00015625 0.0153484 0.00154297 0 0
17 1.65 0.00652178 0.00164062 0.367656 0.043418 0 0
18 1.75 0.0424072 0.0125 1.37219 0.219248 0 0
19 1.85 0.160506 0.058418 1.77529 0.473438 0 0
20 1.95 0.405088 0.187207 1.28132 0.677266 0 0
21 2.05 0.749117 0.450391 0.73451 0.806396 0 0
22 2.15 1.09175 0.872246 0.379109 0.879707 0 0
23 2.25 1.31587 1.42906 0.218241 0.925928 0 0
24 2.35 1.38552 2.06861 0.144099 0.959219 0 0
25 2.45 1.29747 2.71957 0.119885 0.989326 0.00218104 0.000546875
26 2.55 1.11151 3.32365 0.13682 1.02655 0.220979 0.0605469
27 2.65 0.915742 3.86115 0.212336 1.08896 1.85673 0.604961
28 2.75 0.741283 4.32975 0.362993 1.20382 3.45315 1.69527
29 2.85 0.679134 4.79084 0.628925 1.41758 2.93366 2.69004
30 2.95 0.652923 5.2659 1.0038 1.78306 1.78252 3.33773
31 3.05 0.697725 5.80846 1.38369 2.32156 1.02597 3.73613
32 3.15 0.7571 6.43643 1.60347 2.98713 0.708003 4.02953
33 3.25 0.841767 7.17963 1.58941 3.68942 0.635845 4.30996
34 3.35 0.938632 8.06006 1.46964 4.37935 0.645712 4.61262
35 3.45 1.03018 9.08496 1.32635 5.03972 0.679232 4.9502
36 3.55 1.10982 10.254 1.19734 5.67097 0.750193 5.34504
37 3.65 1.17253 11.5597 1.08921 6.27801 0.808536 5.7948
38 3.75 1.19766 12.9673 1.04205 6.89103 0.885148 6.31453
39 3.85 1.18308 14.433 1.009 7.51667 0.9616 6.90969
40 3.95 1.14825 15.9304 1.00208 8.1707 1.02278 7.57602
41 4.05 1.10801 17.4494 1.0003 8.85704 1.08532 8.31922
42 4.15 1.06693 18.9852 1.00946 9.58429 1.13018 9.1318
43 4.25 1.0477 20.5668 1.00558 10.344 1.19079 10.0297
44 4.35 1.04176 22.2143 1.00259 11.1376 1.20912 10.9848
45 4.45 1.03792 23.9321 0.992452 11.9597 1.2206 11.9938
46 4.55 1.0357 25.7241 0.998336 12.8242 1.20057 13.0314
47 4.65 1.02958 27.5847 0.991411 13.7208 1.17067 14.0881
48 4.75 1.031 29.5288 0.989808 14.6549 1.12432 15.147
49 4.85 1.0126 31.5196 0.998213 15.6371 1.08214 16.2095
50 4.95 0.996961 33.5613 0.996191 16.6581 1.05884 17.2925
51 5.05 0.979728 35.6496 1.00517 17.7304 0.995521 18.3524
52 5.15 0.97201 37.8042 1.00824 18.849 0.949193 19.4034
53 5.25 0.966663 40.031 1.00922 20.0125 0.921732 20.464
54 5.35 0.957854 42.3224 0.997672 21.207 0.876967 21.5118
55 5.45 0.966338 44.7213 0.995448 22.4438 0.86644 22.5863
56 5.55 0.965163 47.2059 0.993396 23.7237 0.843346 23.6711
57 5.65 0.970337 49.7947 0.978848 25.0308 0.846867 24.7998
58 5.75 0.975402 52.4901 0.97433 26.3784 0.855252 25.9803
59 5.85 0.98572 55.3094 0.963752 27.758 0.864714 27.2158
60 5.95 0.988639 58.2348 0.953354 29.1698 0.902528 28.5499
61 6.05 0.989737 61.2626 0.952948 30.6288 0.931881 29.974
62 6.15 0.995227 64.4087 0.951592 32.1344 0.975987 31.5152
63 6.25 0.990617 67.6429 0.964011 33.7096 1.01153 33.1647
64 6.35 0.990094 70.9796 0.967282 35.3412 1.04143 34.9179
65 6.45 0.998089 74.45 0.977444 37.0422 1.06784 36.7725
66 6.55 0.994898 78.0174 0.985904 38.8115 1.0812 38.7091
67 6.65 1.00319 81.7253 0.999964 40.6613 1.08103 40.7048
68 6.75 1.00052 85.5353 1.01243 42.5909 1.09951 42.7961
69 6.85 1.00545 89.4784 1.01912 44.5912 1.08161 44.9148
70 6.95 1.00913 93.5523 1.02491 46.6619 1.05933 47.0509
71 7.05 1.01065 97.7506 1.03361 48.8108 1.05944 49.2493
72 7.15 1.0113 102.072 1.03759 51.0296 1.03119 51.4502
73 7.25 1.01494 106.53 1.03756 53.3109 1.02638 53.7024
74 7.35 1.00812 111.082 1.03219 55.6433 1.00479 55.9687
75 7.45 1.01398 115.785 1.02536 58.0237 0.988777 58.2597
76 7.55 1.01039 120.599 1.0252 60.4682 0.988295 60.6115
77 7.65 1.01223 125.55 1.01782 62.9598 0.974212 62.9915
78 7.75 1.01379 130.639 1.01004 65.4974 0.980859 65.4509
79 7.85 1.01066 135.844 1.00523 68.0885 0.981233 67.9753
80 7.95 1.00821 141.169 1.00176 70.7369 0.983289 70.5697
81 8.05 1.00338 146.604 0.994879 73.4336 0.985439 73.2358
82 8.15 1.00078 152.159 0.991955 76.1896 0.985107 75.9675
83 8.25 1.00521 157.878 0.985782 78.9961 0.999091 78.8063
84 8.35 0.999351 163.701 0.983368 81.864 0.995694 81.7046
85 8.45 0.997419 169.653 0.98623 84.8096 1.00508 84.7006
86 8.55 0.997019 175.745 0.983012 87.8155 1.00355 87.7632
87 8.65 0.999465 181.995 0.984819 90.8978 0.999588 90.8858
88 8.75 0.988825 188.322 0.986182 94.056 1.0079 94.1072
89 8.85 0.989392 194.798 0.985275 97.284 1.00678 97.3992
90 8.95 0.993578 201.45 0.992677 100.61 0.999513 100.742
91 9.05 0.995113 208.262 0.996001 104.022 0.998912 104.157
92 9.15 0.992759 215.208 0.994507 107.505 0.990219 107.618
93 9.25 0.997521 222.341 0.999383 111.082 0.996117 111.176
94 9.35 0.994949 229.611 0.99976 114.738 0.997568 114.817
95 9.45 0.995443 237.041 1.00526 118.493 0.993725 118.521
96 9.55 0.999624 244.66 1.0057 122.33 0.990821 122.294
97 9.65 0.998711 252.433 1.00374 126.239 0.993097 126.155
98 9.75 1.00031 260.381 1.00424 130.233 0.997749 130.115
99 9.85 1.00227 268.508 1.00503 134.311 0.99336 134.138
100 9.95 1.00257 276.804 1.0005 138.455 1.00208 138.28
620000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0.00011116 1.95313e-05 0 0 0 0
16 1.55 0.000965134 0.000214844 0.0163554 0.00165039 0 0
17 1.65 0.00897454 0.00226562 0.361723 0.0430176 0 0
18 1.75 0.0439114 0.0135547 1.34974 0.21665 0 0
19 1.85 0.165148 0.0610156 1.75549 0.469023 0 0
20 1.95 0.406005 0.190586 1.29568 0.675937 0 0
21 2.05 0.737946 0.45084 0.728144 0.804463 0 0
22 2.15 1.07136 0.866465 0.384671 0.879141 0 0
23 2.25 1.2965 1.41727 0.220612 0.926055 0 0
24 2.35 1.36393 2.04936 0.145674 0.959844 0 0
25 2.45 1.29039 2.69932 0.122279 0.990674 0.00310138 0.00078125
26 2.55 1.13533 3.31881 0.142861 1.0297 0.234 0.0645703
27 2.65 0.920596 3.86129 0.219497 1.09445 1.80217 0.595078
28 2.75 0.761664 4.34471 0.369018 1.21168 3.41184 1.6766
29 2.85 0.672478 4.80312 0.622783 1.42416 2.97059 2.68793
30 2.95 0.654627 5.28119 0.988051 1.78532 1.75561 3.32832
31 3.05 0.694107 5.82307 1.37412 2.3222 1.04016 3.73391
32 3.15 0.769705 6.464 1.58933 2.9845 0.730647 4.03785
33 3.25 0.839985 7.20854 1.59174 3.69061 0.646209 4.32398
34 3.35 0.940503 8.09426 1.47686 4.38668 0.64746 4.62859
35 3.45 1.02989 9.12291 1.3378 5.0554 0.696942 4.97637
36 3.55 1.11231 10.2991 1.19523 5.68798 0.763002 5.37949
37 3.65 1.16919 11.6063 1.10657 6.30711 0.818562 5.83664
38 3.75 1.19632 13.0179 1.03914 6.92085 0.886002 6.35883
39 3.85 1.18602 14.493 1.00485 7.54637 0.937583 6.94129
40 3.95 1.15065 15.9994 0.997217 8.19979 1.01883 7.60758
41 4.05 1.1054 17.5208 1.0068 8.89332 1.08797 8.35559
42 4.15 1.06173 19.0551 1.01044 9.62414 1.1357 9.17535
43 4.25 1.05098 20.648 1.00671 10.3878 1.1858 10.0731
44 4.35 1.03792 22.2959 1.0021 11.1841 1.20587 11.0295
45 4.45 1.03649 24.0181 0.994264 12.0109 1.1983 12.024
46 4.55 1.03409 25.8145 0.992785 12.8741 1.18871 13.0555
47 4.65 1.02806 27.6797 0.989176 13.7722 1.17294 14.1184
48 4.75 1.02768 29.6253 0.989928 14.7102 1.13574 15.1923
49 4.85 1.012 31.6227 0.994375 15.6924 1.08924 16.2662
50 4.95 0.998916 33.6764 1.00153 16.7229 1.04838 17.3429
51 5.05 0.990239 35.7954 1.01027 17.805 0.997154 18.4086
52 5.15 0.979489 37.9752 1.01191 18.932 0.967947 19.4845
53 5.25 0.974468 40.2288 1.00595 20.0964 0.92959 20.5585
54 5.35 0.959879 42.5341 1.00284 21.3018 0.899792 21.638
55 5.45 0.961097 44.9295 0.999792 22.5489 0.871994 22.7235
56 5.55 0.967527 47.4301 0.990265 23.8299 0.839992 23.808
57 5.65 0.974484 50.0403 0.98356 25.1484 0.84202 24.9347
58 5.75 0.976277 52.7487 0.975532 26.5029 0.853736 26.1178
59 5.85 0.977313 55.5552 0.962493 27.8862 0.875727 27.3739
60 5.95 0.98926 58.494 0.960117 29.3136 0.898604 28.7073
61 6.05 0.98433 61.517 0.954837 30.7814 0.94257 30.1534
62 6.15 0.990823 64.6615 0.952203 32.2939 0.965512 31.684
63 6.25 0.990207 67.9072 0.948673 33.8501 0.99642 33.3155
64 6.35 0.989087 71.2537 0.961837 35.4789 1.02799 35.0529
65 6.45 0.991415 74.7145 0.966717 37.1679 1.04834 36.8808
66 6.55 0.994219 78.2934 0.987359 38.9467 1.0665 38.7984
67 6.65 0.99526 81.9865 0.994381 40.7935 1.07992 40.8001
68 6.75 1.00038 85.8111 1.0041 42.7147 1.07663 42.8561
69 6.85 1.00031 89.7495 1.01428 44.7134 1.07402 44.9683
70 6.95 1.00312 93.8151 1.02239 46.7872 1.07037 47.1354
71 7.05 1.00822 98.0198 1.02745 48.9318 1.05218 49.3271
72 7.15 1.01115 102.357 1.0326 51.1486 1.04238 51.5605
73 7.25 1.00898 106.807 1.02996 53.4221 1.03155 53.833
74 7.35 1.01029 111.387 1.03431 55.7685 1.01238 56.1254
75 7.45 1.00975 116.089 1.03024 58.1698 1.00177 58.4557
76 7.55 1.01553 120.946 1.02553 60.6247 0.991125 60.8236
77 7.65 1.0153 125.932 1.02199 63.1364 0.987952 63.2469
78 7.75 1.01272 131.036 1.0172 65.7021 0.982512 65.7202
79 7.85 1.01007 136.258 1.0096 68.3147 0.976265 68.2418
80 7.95 1.00796 141.604 1.00328 70.9777 0.977968 70.8325
81 8.05 1.0067 147.078 0.996313 73.6889 0.981677 73.4988
82 8.15 1.00861 152.699 0.992959 76.4586 0.989764 76.2544
83 8.25 1.00716 158.451 0.987955 79.2825 0.993085 79.0872
84 8.35 1.00351 164.322 0.986539 82.171 0.994073 81.992
85 8.45 0.999113 170.308 0.988188 85.1341 0.994725 84.9688
86 8.55 0.998373 176.431 0.985163 88.1584 0.99672 88.0227
87 8.65 0.99561 182.682 0.986164 91.2571 1.0054 91.1755
88 8.75 0.995423 189.077 0.989401 94.4382 1.00876 94.4125
89 8.85 0.996483 195.625 0.987137 97.6851 1.00377 97.7076
90 8.95 0.99237 202.295 0.996826 101.038 1.01285 101.108
91 9.05 0.991414 209.108 0.995417 104.462 1.00689 104.564
92 9.15 0.99486 216.097 0.996422 107.965 1.00405 108.088
93 9.25 0.994528 223.237 0.996462 111.546 0.999348 111.672
94 9.35 0.991676 230.511 1.00054 115.219 1.00056 115.338
95 9.45 0.998526 237.993 0.999578 118.968 0.997146 119.07
96 9.55 0.994045 245.6 1.00259 122.808 0.995906 122.877
97 9.65 1.00019 253.415 1.00298 126.73 0.994104 126.757
98 9.75 0.99964 261.389 1.00309 130.734 0.997722 130.732
99 9.85 1.00064 269.535 1.0018 134.816 0.999549 134.796
100 9.95 1.00214 277.86 1.00039 138.975 0.986378 138.889
630000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000479566 9.76563e-05 0.0160911 0.00163086 0 0
17 1.65 0.00697663 0.00169922 0.365605 0.0435547 0 0
18 1.75 0.0434955 0.0129102 1.35438 0.218223 0 0
19 1.85 0.16855 0.0614648 1.75251 0.470801 0 0
20 1.95 0.406645 0.191582 1.27002 0.674131 0 0
21 2.05 0.738862 0.452852 0.73462 0.804102 0 0
22 2.15 1.07108 0.869395 0.390315 0.880049 0 0
23 2.25 1.30022 1.42316 0.220251 0.926992 0 0
24 2.35 1.37996 2.0643 0.146122 0.960967 0 0
25 2.45 1.29296 2.71715 0.119543 0.991182 0.00169967 0.000429688
26 2.55 1.11657 3.32789 0.140387 1.02962 0.226195 0.0622656
27 2.65 0.921706 3.87232 0.214776 1.09313 1.81461 0.597773
28 2.75 0.752524 4.35105 0.376043 1.2129 3.42636 1.68668
29 2.85 0.659184 4.80148 0.62678 1.42729 2.92773 2.6859
30 2.95 0.648828 5.27652 0.99835 1.79313 1.76246 3.33031
31 3.05 0.683597 5.81154 1.37007 2.32976 1.05373 3.74215
32 3.15 0.752691 6.43982 1.58063 2.99008 0.721891 4.04312
33 3.25 0.844392 7.19012 1.58112 3.69323 0.645348 4.32957
34 3.35 0.936131 8.07391 1.46149 4.38373 0.642979 4.63285
35 3.45 1.03651 9.11168 1.31737 5.04385 0.678041 4.97203
36 3.55 1.11602 10.2949 1.19509 5.67794 0.745613 5.36695
37 3.65 1.17239 11.6088 1.09593 6.29265 0.814865 5.82316
38 3.75 1.19689 13.0246 1.03829 6.90734 0.882092 6.34441
39 3.85 1.18798 14.5058 1.01002 7.53765 0.939644 6.92965
40 3.95 1.14879 16.0136 1.00854 8.20014 1.01607 7.59582
41 4.05 1.10363 17.5363 1.00871 8.89668 1.08459 8.34328
42 4.15 1.06224 19.0753 1.01314 9.6313 1.14468 9.17168
43 4.25 1.05066 20.6717 1.01102 10.4001 1.18811 10.0734
44 4.35 1.04673 22.3377 1.00903 11.2039 1.20507 11.0314
45 4.45 1.03741 24.0659 1.00562 12.0423 1.22408 12.0499
46 4.55 1.03956 25.8762 1.0016 12.9153 1.19963 13.0933
47 4.65 1.03825 27.7645 0.992967 13.8192 1.19054 14.1749
48 4.75 1.02603 29.7117 0.991487 14.7609 1.13836 15.254
49 4.85 1.01893 31.7277 1.00441 15.7556 1.1049 16.3459
50 4.95 0.999144 33.787 1.00251 16.7897 1.05534 17.4323
51 5.05 0.993913 35.9191 1.00726 17.8711 0.993239 18.4965
52 5.15 0.977949 38.1009 1.00583 18.9942 0.967204 19.5744
53 5.25 0.965558 40.3395 1.00774 20.1635 0.923217 20.6437
54 5.35 0.962672 42.6573 1.00354 21.3728 0.888028 21.7117
55 5.45 0.961701 45.0601 0.997303 22.6198 0.861396 22.7867
56 5.55 0.965843 47.5627 0.98808 23.9011 0.839296 23.873
57 5.65 0.965682 50.1556 0.973958 25.21 0.840825 25.0008
58 5.75 0.973267 52.8623 0.96964 26.5597 0.845578 26.1755
59 5.85 0.980364 55.6845 0.957121 27.9387 0.869817 27.4264
60 5.95 0.981178 58.6064 0.952907 29.3589 0.892043 28.7534
61 6.05 0.980903 61.6265 0.94866 30.8208 0.934881 30.1912
62 6.15 0.985143 64.7608 0.94806 32.3304 0.963353 31.7223
63 6.25 0.988496 68.0088 0.951383 33.895 0.990363 33.3479
64 6.35 0.987627 71.3587 0.961669 35.5276 1.02093 35.0776
65 6.45 0.989694 74.8222 0.968397 37.2237 1.04955 36.9123
66 6.55 0.991021 78.3987 0.98305 38.9993 1.07241 38.8455
67 6.65 0.994285 82.0973 0.993235 40.8484 1.0781 40.8487
68 6.75 0.998695 85.9249 1.0051 42.7764 1.07682 42.9101
69 6.85 0.999822 89.8711 1.01342 44.7783 1.08034 45.04
70 6.95 1.00677 93.9616 1.02054 46.8537 1.07714 47.2261
71 7.05 1.00911 98.1804 1.03033 49.0095 1.06195 49.4438
72 7.15 1.01206 102.533 1.03241 51.2315 1.03984 51.6773
73 7.25 1.01068 107.001 1.03701 53.5262 1.02721 53.9459
74 7.35 1.01923 111.633 1.0332 55.876 1.00985 56.2379
75 7.45 1.01462 116.37 1.03504 58.2944 1.0058 58.5834
76 7.55 1.01564 121.239 1.03009 60.7663 0.990924 60.9568
77 7.65 1.01551 126.238 1.02302 63.2866 0.975963 63.3567
78 7.75 1.014 131.361 1.02147 65.8695 0.983666 65.8391
79 7.85 1.01527 136.624 1.01437 68.5009 0.979969 68.3763
80 7.95 1.01254 142.007 1.00713 71.1806 0.982918 70.9865
81 8.05 1.00955 147.509 0.999161 73.9065 0.990906 73.6845
82 8.15 1.01199 153.164 0.993611 76.685 0.994178 76.4591
83 8.25 1.0053 158.919 0.986785 79.5125 0.995068 79.3047
84 8.35 1.00551 164.816 0.989154 82.4158 1.00182 82.2394
85 8.45 1.00254 170.837 0.985882 85.3793 1.00005 85.2397
86 8.55 0.995561 176.959 0.99062 88.4279 1.00968 88.3409
87 8.65 0.994193 183.216 0.989655 91.5453 1.00265 91.4931
88 8.75 0.993891 189.617 0.990258 94.7371 1.00825 94.7366
89 8.85 0.993243 196.16 0.987755 97.994 1.01071 98.0627
90 8.95 0.989846 202.83 0.991408 101.337 1.00408 101.442
91 9.05 0.988927 209.643 0.991973 104.758 1.00544 104.902
92 9.15 0.995184 216.651 0.995247 108.265 1.00016 108.42
93 9.25 0.991752 223.789 0.994469 111.848 0.99804 112.008
94 9.35 0.994071 231.099 0.996508 115.515 0.997689 115.673
95 9.45 0.99411 238.567 0.997565 119.266 0.995158 119.407
96 9.55 0.995216 246.201 0.996493 123.092 0.989838 123.2
97 9.65 0.996678 254.009 0.999036 127.008 0.985422 127.056
98 9.75 0.996988 261.981 0.997941 131.002 0.980289 130.971
99 9.85 0.999123 270.135 1.00091 135.09 0.9884 135.001
100 9.95 1 278.462 0.998059 139.25 0.987506 139.108
640000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0.000110836 9.76563e-06 0 0
16 1.55 0.00038735 7.8125e-05 0.0145487 0.00148438 0 0
17 1.65 0.00876841 0.00208984 0.357475 0.0425391 0 0
18 1.75 0.0465808 0.0141211 1.35376 0.217441 0 0
19 1.85 0.160252 0.0603516 1.73241 0.467598 0 0
20 1.95 0.412718 0.192656 1.28627 0.673916 0 0
21 2.05 0.74351 0.456055 0.720668 0.80167 0 0
22 2.15 1.06917 0.872637 0.392089 0.878115 0 0
23 2.25 1.28811 1.42225 0.217722 0.924619 0 0
24 2.35 1.3578 2.05422 0.146273 0.958691 0 0
25 2.45 1.28677 2.70516 0.124496 0.990225 0.00185084 0.00046875
26 2.55 1.11686 3.31729 0.148198 1.03089 0.225583 0.0622266
27 2.65 0.920931 3.86238 0.216825 1.09515 1.79114 0.591758
28 2.75 0.747957 4.3392 0.371077 1.21354 3.41494 1.67902
29 2.85 0.669589 4.79764 0.634687 1.43104 2.92042 2.67766
30 2.95 0.656074 5.27893 0.990934 1.79487 1.77017 3.32617
31 3.05 0.702561 5.82982 1.3628 2.32964 1.04276 3.73457
32 3.15 0.756896 6.46285 1.59256 2.99621 0.735714 4.04195
33 3.25 0.84998 7.21959 1.58358 3.70181 0.648136 4.3302
34 3.35 0.938274 8.10715 1.4542 4.39022 0.662437 4.64324
35 3.45 1.02569 9.13613 1.31861 5.05229 0.696974 4.99262
36 3.55 1.11667 10.3223 1.20099 5.69072 0.754129 5.39281
37 3.65 1.16845 11.6343 1.10443 6.31143 0.814083 5.84949
38 3.75 1.19407 13.0495 1.03909 6.9278 0.882236 6.37184
39 3.85 1.17781 14.5209 1.00622 7.55691 0.954886 6.96777
40 3.95 1.15032 16.0335 1.00766 8.22015 1.02672 7.64223
41 4.05 1.10354 17.559 1.0087 8.918 1.08425 8.39094
42 4.15 1.06789 19.1091 1.01458 9.65505 1.13972 9.21734
43 4.25 1.04975 20.7071 1.01814 10.4308 1.18137 10.1156
44 4.35 1.04864 22.3794 1.00603 11.2337 1.19928 11.0709
45 4.45 1.04799 24.1283 1.00055 12.0695 1.20399 12.0744
46 4.55 1.0514 25.9627 0.99476 12.9381 1.20225 13.1221
47 4.65 1.04004 27.8579 0.999321 13.8495 1.16817 14.1854
48 4.75 1.02488 29.8067 0.995297 14.7967 1.13972 15.2678
49 4.85 1.01161 31.8121 0.993817 15.7827 1.09308 16.3501
50 4.95 1.00506 33.8876 1.00198 16.8183 1.04223 17.4251
51 5.05 0.979683 35.9932 1.00459 17.8989 1.00531 18.5044
52 5.15 0.971936 38.1657 1.00724 19.0257 0.958684 19.5747
53 5.25 0.96526 40.4079 1.00239 20.1909 0.934888 20.6595
54 5.35 0.963568 42.7322 1.00631 21.4058 0.883676 21.7243
55 5.45 0.955387 45.1237 0.997174 22.6551 0.864803 22.8056
56 5.55 0.958879 47.613 0.992652 23.9448 0.847208 23.9043
57 5.65 0.966157 50.2123 0.979232 25.2633 0.849543 25.046
58 5.75 0.974558 52.9279 0.964608 26.6086 0.841687 26.2176
59 5.85 0.980202 55.7551 0.958993 27.9929 0.880908 27.4869
60 5.95 0.980876 58.6816 0.953973 29.4175 0.905758 28.8369
61 6.05 0.988453 61.7308 0.949964 30.8841 0.923606 30.2601
62 6.15 0.995291 64.9034 0.946501 32.3941 0.970918 31.8061
63 6.25 0.989364 68.1605 0.952385 33.9634 1.00624 33.4607
64 6.35 0.98835 71.5191 0.95879 35.5942 1.01841 35.1895
65 6.45 0.994295 75.0054 0.967773 37.2925 1.05324 37.034
66 6.55 0.99246 78.5939 0.987261 39.0791 1.06676 38.9607
67 6.65 0.991156 82.2879 0.992734 40.9309 1.07055 40.9538
68 6.75 0.995356 86.1099 1.00304 42.8586 1.07591 43.0174
69 6.85 1.00064 90.0669 1.01562 44.8686 1.07144 45.1338
70 6.95 1.00462 94.1565 1.02398 46.9548 1.06816 47.3056
71 7.05 1.00237 98.3552 1.02975 49.1137 1.04464 49.4913
72 7.15 1.00937 102.704 1.03523 51.346 1.04128 51.7322
73 7.25 1.01305 107.192 1.03638 53.6437 1.02958 54.0104
74 7.35 1.01549 111.815 1.03424 56.0003 1.02204 56.3348
75 7.45 1.02002 116.586 1.03336 58.4195 1.00332 58.6791
76 7.55 1.01565 121.465 1.03133 60.8991 0.986823 61.0472
77 7.65 1.01697 126.481 1.01869 63.4136 0.988669 63.483
78 7.75 1.01718 131.63 1.01986 65.9973 0.984719 65.9728
79 7.85 1.0149 136.901 1.00944 68.621 0.980877 68.5173
80 7.95 1.01273 142.295 1.00623 71.3035 0.985876 71.1405
81 8.05 1.01311 147.828 1.00327 74.0457 1 73.8685
82 8.15 1.00938 153.479 0.995239 76.834 0.989697 76.636
83 8.25 1.00409 159.238 0.992173 79.6825 0.996604 79.4914
84 8.35 1.00469 165.141 0.987502 82.5867 0.996899 82.4173
85 8.45 1.00097 171.165 0.987626 85.5612 1.00357 85.4337
86 8.55 0.999724 177.324 0.985441 88.5997 1.00479 88.526
87 8.65 0.993267 183.587 0.985899 91.7112 1.00434 91.6894
88 8.75 0.994603 190.005 0.988286 94.9027 1.01047 94.9461
89 8.85 0.994088 196.566 0.987755 98.1659 1.00529 98.2607
90 8.95 0.993458 203.273 0.992817 101.52 0.997112 101.623
91 9.05 0.991863 210.119 0.996723 104.964 1.00622 105.092
92 9.15 0.990009 217.105 0.996026 108.481 0.998558 108.612
93 9.25 0.992263 224.26 0.996523 112.077 0.992853 112.188
94 9.35 0.994276 231.585 0.999482 115.763 0.992487 115.84
95 9.45 0.996534 239.085 1.00031 119.531 0.99212 119.57
96 9.55 0.995222 246.735 1.00075 123.38 0.987396 123.361
97 9.65 0.995856 254.55 0.998077 127.301 0.996388 127.267
98 9.75 0.998912 262.553 0.999551 131.308 0.993738 131.244
99 9.85 1.00337 270.758 1.00145 135.407 0.991051 135.292
100 9.95 1.00152 279.114 0.999892 139.582 0.998892 139.455
650000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000863443 0.000175781 0.0158728 0.00162109 0 0
17 1.65 0.0071646 0.00183594 0.349368 0.0420605 0 0
18 1.75 0.0443512 0.0133789 1.33522 0.215879 0 0
19 1.85 0.165694 0.061543 1.7098 0.46458 0 0
20 1.95 0.409717 0.193867 1.26311 0.668721 0 0
21 2.05 0.751279 0.462031 0.720268 0.797354 0 0
22 2.15 1.05681 0.876875 0.390837 0.874131 0 0
23 2.25 1.27976 1.42701 0.226548 0.922871 0 0
24 2.35 1.33511 2.05311 0.144686 0.956826 0 0
25 2.45 1.28079 2.70594 0.128605 0.989639 0.00230093 0.000585937
26 2.55 1.11505 3.3216 0.148854 1.03079 0.219978 0.0612891
27 2.65 0.909689 3.86402 0.229127 1.0992 1.78025 0.591602
28 2.75 0.750887 4.34621 0.376815 1.22033 3.35173 1.66672
29 2.85 0.66807 4.80705 0.638511 1.44077 2.9049 2.66742
30 2.95 0.666287 5.29945 1.0058 1.8128 1.75069 3.31359
