# Time-averaged data for fix avgrdf
# TimeStep Number-of-rows
# Row c_h2oRDF[1] c_h2oRDF[2] c_h2oRDF[3] c_h2oRDF[4] c_h2oRDF[5] c_h2oRDF[6] c_h2oRDF[7]
10000 100
16 1.55 0.000379707 9.76563e-05 0.0159785 0.00163086 0 0
17 1.65 0.00900862 0.00216797 0.357013 0.0427051 0 0
18 1.75 0.0464398 0.0141797 1.32651 0.214365 0 0
19 1.85 0.172965 0.0641602 1.70707 0.461221 0 0
20 1.95 0.414655 0.197285 1.28266 0.667275 0 0
21 2.05 0.747358 0.462461 0.727994 0.796543 0 0
22 2.15 1.07258 0.881016 0.387801 0.872275 0 0
23 2.25 1.27006 1.42375 0.226233 0.920664 0 0
24 2.35 1.3465 2.05148 0.158952 0.957754 0 0
25 2.45 1.26963 2.69482 0.127802 0.990156 0.00216406 0.000546875
26 2.55 1.10971 3.30396 0.150592 1.03153 0.22687 0.0627734
27 2.65 0.924017 3.85172 0.232126 1.10043 1.77126 0.587305
28 2.75 0.765691 4.34051 0.387025 1.2241 3.36106 1.65902
29 2.85 0.687099 4.81166 0.640692 1.444 2.90358 2.65344
30 2.95 0.664682 5.29996 1.00285 1.81279 1.78148 3.30711
31 3.05 0.714187 5.86086 1.37658 2.35382 1.06651 3.72543
32 3.15 0.774375 6.50951 1.58804 3.01955 0.761351 4.04402
33 3.25 0.860141 7.27646 1.57733 3.72342 0.684663 4.34898
34 3.35 0.951374 8.17777 1.46996 4.42034 0.682095 4.67184
35 3.45 1.04617 9.22879 1.3277 5.08797 0.727204 5.03688
36 3.55 1.1227 10.4231 1.21079 5.73259 0.781514 5.45223
37 3.65 1.17743 11.7473 1.10773 6.35604 0.841076 5.92477
38 3.75 1.19451 13.1652 1.04522 6.97697 0.904301 6.46094
39 3.85 1.18536 14.6482 1.01984 7.61558 0.957295 7.05918
40 3.95 1.14851 16.1608 1.00677 8.27919 1.02252 7.73184
41 4.05 1.09651 17.6788 1.01275 8.98096 1.08684 8.48348
42 4.15 1.06564 19.2279 1.01335 9.71824 1.13951 9.3109
43 4.25 1.04764 20.8252 1.01883 10.4957 1.16662 10.1993
44 4.35 1.03632 22.4804 1.00294 11.2974 1.19856 11.1554
45 4.45 1.0389 24.2169 1.00053 12.1343 1.19189 12.1505
46 4.55 1.03497 26.0255 0.993247 13.003 1.18263 13.1827
47 4.65 1.0282 27.902 0.986095 13.9037 1.15101 14.232
48 4.75 1.02273 29.8498 0.983574 14.8412 1.12026 15.2977
49 4.85 1.00683 31.8487 0.98208 15.8171 1.06834 16.3572
50 4.95 0.998281 33.9133 0.990445 16.8423 1.02566 17.4169
51 5.05 0.984473 36.0325 0.9957 17.915 0.991816 18.4832
52 5.15 0.971827 38.2081 0.994555 19.0293 0.944029 19.5389
53 5.25 0.96132 40.4445 0.994888 20.1877 0.913111 20.6
54 5.35 0.963243 42.7717 0.997259 21.3935 0.887018 21.6704
55 5.45 0.95253 45.1598 0.987312 22.6324 0.874838 22.7661
56 5.55 0.959493 47.6544 0.989094 23.9195 0.856246 23.878
57 5.65 0.970509 50.2695 0.979981 25.2411 0.844447 25.0145
58 5.75 0.97025 52.9771 0.971628 26.5982 0.860512 26.2141
59 5.85 0.982322 55.8148 0.963669 27.9914 0.882047 27.4868
60 5.95 0.989429 58.7714 0.960211 29.4275 0.908029 28.8422
61 6.05 0.9862 61.8183 0.954757 30.9037 0.946912 30.3037
62 6.15 0.988084 64.9729 0.957931 32.4343 0.987048 31.8779
63 6.25 0.994149 68.2508 0.965114 34.027 1.00511 33.5334
64 6.35 0.993619 71.6325 0.97234 35.6833 1.03309 35.2899
65 6.45 0.994877 75.126 0.978549 37.4032 1.05514 37.1407
66 6.55 0.994392 78.7269 0.988548 39.1948 1.07381 39.0831
67 6.65 0.996277 82.4457 0.999738 41.0626 1.06908 41.0762
68 6.75 1.00571 86.3134 1.00555 42.998 1.0804 43.1515
69 6.85 1.00159 90.2804 1.01507 45.0101 1.07452 45.2774
70 6.95 1.00819 94.3907 1.024 47.0996 1.07185 47.4602
71 7.05 1.01 98.6279 1.02902 49.2601 1.05896 49.6792
72 7.15 1.01353 103.001 1.03578 51.497 1.03675 51.9138
73 7.25 1.01714 107.514 1.03654 53.7986 1.02029 54.1749
74 7.35 1.01508 112.143 1.03279 56.1556 1.01343 56.4831
75 7.45 1.01501 116.898 1.02541 58.5597 0.997375 58.817
76 7.55 1.0155 121.784 1.02515 61.0283 0.993676 61.2052
77 7.65 1.01219 126.784 1.01936 63.5484 0.983147 63.6309
78 7.75 1.01213 131.915 1.01602 66.1263 0.983221 66.1207
79 7.85 1.00852 137.16 1.00376 68.7393 0.980325 68.6677
80 7.95 1.00968 142.546 1.00048 71.4105 0.98296 71.287
81 8.05 1.00697 148.054 0.99496 74.1342 0.976893 73.9562
82 8.15 1.00442 153.685 0.992124 76.9181 0.984328 76.7129
83 8.25 1.00553 159.462 0.986271 79.754 0.983367 79.5348
84 8.35 0.997704 165.333 0.989882 82.6695 0.994048 82.4569
85 8.45 1.00025 171.362 0.988463 85.651 0.997332 85.4591
86 8.55 0.997167 177.515 0.987396 88.7003 1.01466 88.5864
87 8.65 0.994092 183.793 0.986263 91.8176 1.00464 91.7556
88 8.75 0.994542 190.22 0.990506 95.0212 1.00487 94.9994
89 8.85 0.994688 196.795 0.991199 98.3007 1.00755 98.3265
90 8.95 0.990898 203.495 0.99525 101.669 1.00553 101.722
91 9.05 0.989333 210.334 0.995604 105.113 1.0061 105.197
92 9.15 0.995087 217.366 0.994368 108.63 1.00359 108.739
93 9.25 0.996327 224.562 0.998721 112.24 1.00683 112.372
94 9.35 0.995127 231.905 0.998941 115.929 0.996237 116.043
95 9.45 0.998238 239.429 0.997919 119.694 1.00024 119.809
96 9.55 0.993067 247.074 0.997824 123.538 0.996057 123.64
97 9.65 0.997932 254.917 1.00271 127.483 0.995129 127.547
98 9.75 0.999659 262.939 0.999628 131.497 0.98527 131.496
99 9.85 1.00214 271.145 1.00373 135.611 0.999174 135.583
100 9.95 1.0018 279.517 0.999789 139.792 0.997944 139.748
30000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000957927 0.000195313 0.0147519 0.00149414 0 0
17 1.65 0.00748026 0.00191406 0.351275 0.0418457 0 0
18 1.75 0.045242 0.0135937 1.33553 0.214365 0 0
19 1.85 0.173567 0.0636719 1.75325 0.467451 0 0
20 1.95 0.410672 0.195273 1.28215 0.673066 0 0
21 2.05 0.744186 0.458887 0.72357 0.801289 0 0
22 2.15 1.07388 0.877266 0.386904 0.876719 0 0
23 2.25 1.29316 1.42895 0.222975 0.924346 0 0
24 2.35 1.35817 2.06098 0.145555 0.958262 0 0
25 2.45 1.28341 2.7101 0.12433 0.989746 0.00200664 0.000507813
26 2.55 1.10631 3.31627 0.148075 1.03038 0.224751 0.0620313
27 2.65 0.922801 3.86242 0.224929 1.09703 1.77886 0.587891
28 2.75 0.757035 4.34488 0.380742 1.21851 3.42179 1.67703
29 2.85 0.663698 4.79926 0.634953 1.4361 2.93374 2.68004
30 2.95 0.655649 5.28021 0.996943 1.8021 1.75938 3.32441
31 3.05 0.694461 5.82477 1.36731 2.33857 1.04229 3.73258
32 3.15 0.762129 6.46217 1.5778 2.99888 0.745505 4.0441
33 3.25 0.844075 7.21355 1.58324 3.70423 0.654808 4.33535
34 3.35 0.930198 8.09338 1.4691 4.39959 0.659725 4.64719
35 3.45 1.03116 9.12773 1.32086 5.06264 0.713821 5.00496
36 3.55 1.11549 10.3124 1.19225 5.6964 0.74733 5.40156
37 3.65 1.16778 11.6234 1.09604 6.31227 0.821244 5.86223
38 3.75 1.20426 13.0505 1.03083 6.92372 0.868079 6.37617
39 3.85 1.18526 14.5311 1.0043 7.55155 0.954584 6.97187
40 3.95 1.14886 16.0415 0.998906 8.20889 1.01547 7.63883
41 4.05 1.10008 17.5621 1.00429 8.90367 1.0874 8.38965
42 4.15 1.07168 19.1174 1.00898 9.63655 1.12677 9.20648
43 4.25 1.04787 20.7123 1.01374 10.4088 1.17803 10.1021
44 4.35 1.03801 22.3674 1.01425 11.2182 1.18972 11.0497
45 4.45 1.03432 24.0934 0.999711 12.0531 1.21227 12.06
46 4.55 1.03965 25.9069 1.00244 12.9284 1.18962 13.0965
47 4.65 1.03956 27.8009 0.992573 13.8334 1.17401 14.1649
48 4.75 1.02392 29.7475 0.991647 14.7769 1.13767 15.2452
49 4.85 1.02183 31.7728 1.00227 15.7711 1.09878 16.3329
50 4.95 1.00506 33.8479 1.00469 16.8092 1.04403 17.4095
51 5.05 0.988805 35.9727 1.00726 17.8924 1.00099 18.4836
52 5.15 0.979115 38.161 1.01183 19.0241 0.9562 19.5508
53 5.25 0.967576 40.4082 1.01224 20.2007 0.933614 20.6339
54 5.35 0.961866 42.7279 1.0031 21.4114 0.897697 21.7152
55 5.45 0.966056 45.1456 0.999731 22.6636 0.87665 22.8113
56 5.55 0.964216 47.6482 0.991481 23.9516 0.853641 23.918
57 5.65 0.968887 50.2544 0.982294 25.274 0.850274 25.0605
58 5.75 0.974637 52.9697 0.967922 26.6236 0.854036 26.2491
59 5.85 0.981246 55.7994 0.955052 28.0021 0.875408 27.5102
60 5.95 0.981652 58.7279 0.951315 29.4225 0.901825 28.8543
61 6.05 0.987702 61.7742 0.947399 30.885 0.936477 30.2971
62 6.15 0.985315 64.9146 0.951396 32.4027 0.971663 31.8443
63 6.25 0.990954 68.1764 0.952413 33.9718 0.993498 33.4779
64 6.35 0.988123 71.534 0.962777 35.6092 1.02106 35.2109
65 6.45 0.986537 74.9926 0.967439 37.3067 1.04583 37.0425
66 6.55 0.990167 78.5725 0.980971 39.0817 1.06563 38.967
67 6.65 0.994233 82.2774 0.991782 40.9316 1.07036 40.9594
68 6.75 0.995246 86.0985 0.999854 42.8529 1.0777 43.0262
69 6.85 1.00017 90.0532 1.0149 44.8613 1.06765 45.1349
70 6.95 1.0021 94.1322 1.0246 46.9485 1.05964 47.2894
71 7.05 1.00468 98.34 1.03564 49.1194 1.04858 49.4831
72 7.15 1.00965 102.689 1.03376 51.3481 1.04332 51.7282
73 7.25 1.01128 107.168 1.0329 53.6379 1.01929 53.9833
74 7.35 1.01484 111.788 1.03533 55.9967 1.01429 56.2896
75 7.45 1.01433 116.532 1.02872 58.4046 1.00245 58.6314
76 7.55 1.01702 121.417 1.0241 60.8665 0.995272 61.0193
77 7.65 1.01565 126.426 1.01942 63.3825 0.989145 63.4557
78 7.75 1.01469 131.561 1.01641 65.957 0.98588 65.9481
79 7.85 1.0126 136.819 1.00995 68.5816 0.987048 68.5079
80 7.95 1.01136 142.205 1.00281 71.2543 0.984471 71.1267
81 8.05 1.01321 147.738 0.997547 73.9804 0.980667 73.8014
82 8.15 1.00728 153.375 0.993029 76.762 0.990883 76.5716
83 8.25 1.0042 159.134 0.993738 79.6144 0.999182 79.4337
84 8.35 1.00374 165.031 0.991372 82.5294 0.999571 82.367
85 8.45 1.00083 171.053 0.984583 85.4942 1.00231 85.3792
86 8.55 0.997776 177.199 0.985553 88.5326 1.00457 88.4701
87 8.65 0.999361 183.499 0.989223 91.654 1.00669 91.6404
88 8.75 0.992866 189.905 0.989334 94.8483 1.00417 94.8765
89 8.85 0.993642 196.462 0.992081 98.1252 1.00704 98.1963
90 8.95 0.991498 203.154 0.993983 101.483 1.0047 101.584
91 9.05 0.991539 209.997 0.99665 104.925 1.00554 105.05
92 9.15 0.993701 217.008 1.00024 108.457 0.996669 108.562
93 9.25 0.994887 224.181 1.00044 112.067 0.997929 112.157
94 9.35 0.993041 231.496 0.999226 115.751 1.00084 115.839
95 9.45 0.994238 238.978 1.00028 119.518 0.991683 119.567
96 9.55 1.00082 246.669 0.998457 123.359 0.989315 123.365
97 9.65 0.996648 254.49 0.999597 127.284 0.991682 127.251
98 9.75 1.00267 262.521 1.00051 131.296 0.995813 131.236
99 9.85 1.00173 270.711 0.998674 135.382 0.994863 135.299
100 9.95 1.00318 279.08 0.999795 139.556 0.99631 139.451
40000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0.000331902 5.85937e-05 0 0 0 0
16 1.55 0.000672528 0.000195313 0.0149714 0.00151367 0 0
17 1.65 0.00714496 0.00183594 0.365645 0.0434668 0 0
18 1.75 0.0446158 0.0133398 1.34632 0.217188 0 0
19 1.85 0.172799 0.063125 1.74812 0.469248 0 0
20 1.95 0.417865 0.196914 1.26732 0.672295 0 0
21 2.05 0.742276 0.459512 0.726 0.80084 0 0
22 2.15 1.07644 0.878398 0.387757 0.876348 0 0
23 2.25 1.27735 1.42277 0.223849 0.924092 0 0
24 2.35 1.35746 2.05383 0.145493 0.957949 0 0
25 2.45 1.302 2.71166 0.125392 0.989678 0.00247529 0.000625
26 2.55 1.11278 3.32072 0.151528 1.0312 0.226673 0.0626172
27 2.65 0.91228 3.86006 0.221739 1.09683 1.79743 0.593359
28 2.75 0.757243 4.34215 0.377875 1.21728 3.42906 1.68367
29 2.85 0.667053 4.79834 0.636942 1.43527 2.90511 2.67586
30 2.95 0.66165 5.28313 0.993168 1.79944 1.75924 3.31957
31 3.05 0.694963 5.8274 1.3695 2.33618 1.03781 3.72551
32 3.15 0.766214 6.46744 1.58209 2.99758 0.758488 4.04203
33 3.25 0.850961 7.22412 1.57857 3.70006 0.661366 4.33586
34 3.35 0.936793 8.10918 1.46689 4.3936 0.660071 4.64742
35 3.45 1.03507 9.14623 1.32028 5.05568 0.701212 4.99848
36 3.55 1.11162 10.3255 1.19639 5.69093 0.75379 5.39805
37 3.65 1.16695 11.6342 1.1012 6.30902 0.817534 5.85609
38 3.75 1.19087 13.0439 1.045 6.9281 0.891533 6.38328
39 3.85 1.18743 14.5254 1.00833 7.55771 0.942568 6.9707
40 3.95 1.14693 16.0316 1.00976 8.22145 1.00568 7.63051
41 4.05 1.10644 17.5592 1.00799 8.91796 1.07987 8.37527
42 4.15 1.0667 19.1056 1.00703 9.64859 1.14813 9.20668
43 4.25 1.05064 20.7029 1.01588 10.4216 1.18598 10.1073
44 4.35 1.04413 22.3659 1.00529 11.223 1.20117 11.0628
45 4.45 1.04039 24.1 1.00317 12.0598 1.2051 12.0661
46 4.55 1.04236 25.9162 1.00071 12.9325 1.20192 13.1121
47 4.65 1.03241 27.7951 0.988658 13.8331 1.17347 14.1788
48 4.75 1.0287 29.7487 0.993697 14.7775 1.1457 15.2656
49 4.85 1.01174 31.7517 0.995103 15.7635 1.07557 16.3291
50 4.95 1.00402 33.8225 0.997476 16.7931 1.0495 17.4102
51 5.05 0.985109 35.9371 1.00204 17.8695 1.00686 18.4897
52 5.15 0.977213 38.1187 1.00353 18.9907 0.942378 19.5406
53 5.25 0.969514 40.3679 1.00802 20.1611 0.921702 20.6086
54 5.35 0.957457 42.6746 1.00462 21.3723 0.888433 21.6777
55 5.45 0.961119 45.0775 0.995641 22.6181 0.865766 22.759
56 5.55 0.965143 47.5798 0.986169 23.8978 0.845342 23.8538
57 5.65 0.969463 50.1846 0.981342 25.2175 0.85298 24.9987
58 5.75 0.972348 52.8904 0.973656 26.5737 0.86307 26.1986
59 5.85 0.979611 55.7122 0.963659 27.963 0.874849 27.4576
60 5.95 0.980085 58.6328 0.95162 29.3824 0.897295 28.7932
61 6.05 0.98636 61.6717 0.947635 30.8436 0.942362 30.2435
62 6.15 0.990454 64.8248 0.955576 32.3661 0.959901 31.77
63 6.25 0.992337 68.0877 0.956351 33.94 0.998105 33.4093
64 6.35 0.996218 71.4689 0.964763 35.5788 1.03135 35.1579
65 6.45 0.993257 74.9471 0.976352 37.2901 1.04783 36.9908
66 6.55 0.996352 78.5453 0.987774 39.0754 1.07226 38.925
67 6.65 0.99573 82.2517 0.998659 40.9359 1.07962 40.9325
68 6.75 1.00019 86.0875 1.00391 42.8628 1.07647 42.9945
69 6.85 1.00402 90.0529 1.01568 44.8704 1.0854 45.1357
70 6.95 1.00414 94.1356 1.02481 46.9558 1.0707 47.3101
71 7.05 1.0058 98.3433 1.03223 49.1171 1.06003 49.5251
72 7.15 1.01034 102.691 1.03196 51.3396 1.0465 51.7745
73 7.25 1.01419 107.178 1.03368 53.6284 1.02997 54.0506
74 7.35 1.01195 111.78 1.03184 55.9766 1.01221 56.3497
75 7.45 1.01074 116.501 1.0301 58.385 0.999995 58.6832
76 7.55 1.01332 121.363 1.02371 60.8432 0.986761 61.0483
77 7.65 1.01316 126.354 1.01897 63.3553 0.985031 63.4721
78 7.75 1.01512 131.486 1.01269 65.9176 0.985109 65.9598
79 7.85 1.01238 136.737 1.00768 68.5334 0.974403 68.4843
80 7.95 1.01302 142.125 1.00171 71.2005 0.977309 71.0811
81 8.05 1.00805 147.624 0.99864 73.9267 0.973597 73.7336
82 8.15 1.00451 153.24 0.992073 76.7026 0.976222 76.46
83 8.25 1.00141 158.976 0.986849 79.5322 0.988007 79.2871
84 8.35 0.99931 164.841 0.988322 82.4349 0.995059 82.204
85 8.45 0.997297 170.834 0.987185 85.4042 1.00449 85.2194
86 8.55 1.0001 176.988 0.986727 88.4427 1.00621 88.312
87 8.65 0.996898 183.266 0.989702 91.5621 1.01121 91.4931
88 8.75 0.99536 189.681 0.990566 94.757 1.00533 94.729
89 8.85 0.994988 196.24 0.988097 98.0171 1.00844 98.0498
90 8.95 0.996897 202.961 0.994286 101.372 1.0043 101.432
91 9.05 0.995967 209.827 0.994325 104.803 1.00509 104.893
92 9.15 0.995631 216.843 0.997142 108.32 1.00667 108.437
93 9.25 0.99674 224.022 1.00202 111.931 0.998258 112.028
94 9.35 0.996587 231.355 1.00224 115.623 1.00312 115.715
95 9.45 0.996145 238.843 1.00556 119.405 1.00035 119.471
96 9.55 1.00028 246.521 1.00383 123.262 0.996014 123.29
97 9.65 1.00073 254.365 1.00518 127.206 1.0005 127.207
98 9.75 1.00051 262.371 1.00387 131.226 0.997473 131.194
99 9.85 1.00262 270.558 1.00001 135.313 0.998726 135.268
100 9.95 0.999428 278.887 1.00324 139.497 0.997463 139.42
50000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000582647 0.000117187 0.0142017 0.00143555 0 0
17 1.65 0.00810818 0.00197266 0.361903 0.0428906 0 0
18 1.75 0.0457974 0.0137695 1.36814 0.21918 0 0
19 1.85 0.162658 0.0605859 1.77481 0.474756 0 0
20 1.95 0.400656 0.188691 1.28859 0.680908 0 0
21 2.05 0.741312 0.450605 0.72071 0.80833 0 0
22 2.15 1.07552 0.868516 0.377754 0.881787 0 0
23 2.25 1.3112 1.4265 0.212713 0.9271 0 0
24 2.35 1.37689 2.06568 0.141543 0.95999 0 0
25 2.45 1.2903 2.71674 0.115718 0.989229 0.00154852 0.000390625
26 2.55 1.11223 3.32469 0.137551 1.02688 0.221914 0.0609766
27 2.65 0.904786 3.85881 0.208557 1.08854 1.83917 0.603281
28 2.75 0.745479 4.33277 0.369838 1.20627 3.45258 1.69965
29 2.85 0.650888 4.77736 0.61844 1.41765 2.95189 2.70629
30 2.95 0.645154 5.24936 0.993734 1.78157 1.75286 3.3468
31 3.05 0.689731 5.78879 1.36033 2.31397 0.99621 3.7359
