   -0.9950  0.000101
   -0.9850  0.000082
   -0.9750  0.000113
   -0.9650  0.000129
   -0.9550  0.000125
   -0.9450  0.000148
   -0.9350  0.000136
   -0.9250  0.000148
   -0.9150  0.000175
   -0.9050  0.000214
   -0.8950  0.000160
   -0.8850  0.000203
   -0.8750  0.000179
   -0.8650  0.000199
   -0.8550  0.000203
   -0.8450  0.000226
   -0.8350  0.000226
   -0.8250  0.000214
   -0.8150  0.000199
   -0.8050  0.000238
   -0.7950  0.000234
   -0.7850  0.000285
   -0.7750  0.000253
   -0.7650  0.000234
   -0.7550  0.000253
   -0.7450  0.000265
   -0.7350  0.000312
   -0.7250  0.000292
   -0.7150  0.000308
   -0.7050  0.000273
   -0.6950  0.000292
   -0.6850  0.000366
   -0.6750  0.000327
   -0.6650  0.000308
   -0.6550  0.000347
   -0.6450  0.000398
   -0.6350  0.000390
   -0.6250  0.000429
   -0.6150  0.000437
   -0.6050  0.000472
   -0.5950  0.000413
   -0.5850  0.000437
   -0.5750  0.000437
   -0.5650  0.000573
   -0.5550  0.000569
   -0.5450  0.000557
   -0.5350  0.000522
   -0.5250  0.000557
   -0.5150  0.000600
   -0.5050  0.000628
   -0.4950  0.000620
   -0.4850  0.000682
   -0.4750  0.000651
   -0.4650  0.000632
   -0.4550  0.000612
   -0.4450  0.000760
   -0.4350  0.000760
   -0.4250  0.000791
   -0.4150  0.000834
   -0.4050  0.000815
   -0.3950  0.000823
   -0.3850  0.000846
   -0.3750  0.001017
   -0.3650  0.000854
   -0.3550  0.000947
   -0.3450  0.001115
   -0.3350  0.001080
   -0.3250  0.001189
   -0.3150  0.001134
   -0.3050  0.001064
   -0.2950  0.001127
   -0.2850  0.001392
   -0.2750  0.001286
   -0.2650  0.001193
   -0.2550  0.001431
   -0.2450  0.001446
   -0.2350  0.001501
   -0.2250  0.001516
   -0.2150  0.001618
   -0.2050  0.001747
   -0.1950  0.001700
   -0.1850  0.001828
   -0.1750  0.001797
   -0.1650  0.001821
   -0.1550  0.001926
   -0.1450  0.001969
   -0.1350  0.002058
   -0.1250  0.002109
   -0.1150  0.002129
   -0.1050  0.002312
   -0.0950  0.002316
   -0.0850  0.002511
   -0.0750  0.002351
   -0.0650  0.002425
   -0.0550  0.002417
   -0.0450  0.002628
   -0.0350  0.002772
   -0.0250  0.002830
   -0.0150  0.003142
   -0.0050  0.003052
    0.0050  0.002873
    0.0150  0.003060
    0.0250  0.003103
    0.0350  0.003314
    0.0450  0.003349
    0.0550  0.003602
    0.0650  0.003548
    0.0750  0.003551
    0.0850  0.003544
    0.0950  0.003571
    0.1050  0.003793
    0.1150  0.003965
    0.1250  0.003820
    0.1350  0.004144
    0.1450  0.004234
    0.1550  0.004300
    0.1650  0.004281
    0.1750  0.004265
    0.1850  0.004472
    0.1950  0.004729
    0.2050  0.004752
    0.2150  0.004776
    0.2250  0.005142
    0.2350  0.005356
    0.2450  0.005427
    0.2550  0.005606
    0.2650  0.005688
    0.2750  0.006113
    0.2850  0.006374
    0.2950  0.006507
    0.3050  0.006768
    0.3150  0.006612
    0.3250  0.007173
    0.3350  0.007236
    0.3450  0.007423
    0.3550  0.007992
    0.3650  0.008183
    0.3750  0.008393
    0.3850  0.008569
    0.3950  0.009532
    0.4050  0.009582
    0.4150  0.009988
    0.4250  0.010035
    0.4350  0.010795
    0.4450  0.010916
    0.4550  0.011189
    0.4650  0.011068
    0.4750  0.011820
    0.4850  0.011422
    0.4950  0.012292
    0.5050  0.011879
    0.5150  0.012031
    0.5250  0.011481
    0.5350  0.011333
    0.5450  0.011395
    0.5550  0.010834
    0.5650  0.010998
    0.5750  0.010998
    0.5850  0.010463
    0.5950  0.010807
    0.6050  0.010744
    0.6150  0.011278
    0.6250  0.010775
    0.6350  0.011321
    0.6450  0.011645
    0.6550  0.011629
    0.6650  0.011664
    0.6750  0.012674
    0.6850  0.012693
    0.6950  0.013426
    0.7050  0.013036
    0.7150  0.013855
    0.7250  0.013898
    0.7350  0.014596
    0.7450  0.015107
    0.7550  0.015118
    0.7650  0.015773
    0.7750  0.016011
    0.7850  0.015578
    0.7950  0.015641
    0.8050  0.015637
    0.8150  0.015758
    0.8250  0.015734
    0.8350  0.015648
    0.8450  0.015535
    0.8550  0.014740
    0.8650  0.014631
    0.8750  0.013859
    0.8850  0.013473
    0.8950  0.012877
    0.9050  0.011882
    0.9150  0.010865
    0.9250  0.009430
    0.9350  0.008534
    0.9450  0.006881
    0.9550  0.005625
    0.9650  0.004191
    0.9750  0.002725
    0.9850  0.001415
    0.9950  0.000386
