# Time-averaged data for fix avgrdf
# TimeStep Number-of-rows
# Row c_h2oRDF[1] c_h2oRDF[2] c_h2oRDF[3] c_h2oRDF[4] c_h2oRDF[5] c_h2oRDF[6] c_h2oRDF[7]
10000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
74 7.35 1.01604 110.994 1.04245 55.5869 1.01071 55.9875
75 7.45 1.01932 115.728 1.04292 58.0106 0.985539 58.2734
76 7.55 1.01758 120.58 1.03698 60.4857 0.991292 60.6349
77 7.65 1.01634 125.556 1.02801 63.0049 0.985405 63.0449
78 7.75 1.01627 130.663 1.01755 65.564 0.97764 65.4988
79 7.85 1.01693 135.906 1.00981 68.1696 0.979063 68.0202
80 7.95 1.01341 141.265 1.00535 70.8302 0.985876 70.6242
81 8.05 1.01329 146.759 0.996451 73.534 0.982561 73.2852
82 8.15 1.01072 152.375 0.99375 76.2979 0.998098 76.0559
83 8.25 1.00518 158.099 0.989611 79.1183 1.00111 78.9035
84 8.35 1.00352 163.953 0.983092 81.9884 0.997285 81.8094
85 8.45 0.997697 169.913 0.985422 84.9346 1.0018 84.7987
86 8.55 0.995653 176.002 0.98223 87.9413 1.00664 87.8741
87 8.65 0.991413 182.209 0.981287 91.0158 1.0105 91.0339
88 8.75 0.993963 188.576 0.987628 94.182 1.00386 94.2459
89 8.85 0.992255 195.078 0.988698 97.4246 1.0038 97.5314
90 8.95 0.99147 201.722 0.990692 100.747 1.00316 100.889
91 9.05 0.991213 208.514 0.995631 104.162 1.00318 104.323
92 9.15 0.992738 215.468 0.995386 107.651 1.00633 107.844
93 9.25 0.994835 222.589 0.997941 111.227 0.998398 111.414
94 9.35 0.999622 229.9 0.999806 114.887 0.992472 115.04
95 9.45 0.996567 237.346 1.00238 118.635 0.99678 118.76
96 9.55 0.996762 244.952 1.00502 122.473 0.988072 122.526
97 9.65 1.00034 252.745 1.00408 126.388 0.986645 126.366
98 9.75 1.00013 260.699 1.00571 130.391 0.981971 130.267
99 9.85 1.00241 268.836 1.00084 134.457 0.989618 134.279
100 9.95 1.00003 277.119 1.00071 138.606 0.992644 138.386
290000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000294383 5.85937e-05 0.0139884 0.00139648 0 0
17 1.65 0.00760559 0.00177734 0.398481 0.0464648 0 0
18 1.75 0.037083 0.0112109 1.55075 0.24376 0 0
19 1.85 0.145625 0.0525781 1.96437 0.523018 0 0
20 1.95 0.401838 0.179414 1.32938 0.732979 0 0
21 2.05 0.769222 0.447715 0.680391 0.851738 0 0
22 2.15 1.15089 0.889238 0.323188 0.913779 0 0
23 2.25 1.40343 1.47887 0.17248 0.950039 0 0
24 2.35 1.46327 2.14947 0.10444 0.973994 0 0
25 2.45 1.35223 2.82305 0.0819232 0.994414 0.00204188 0.000507813
26 2.55 1.09909 3.41611 0.0998 1.02138 0.223159 0.0606641
27 2.65 0.85754 3.91582 0.165735 1.06973 1.97891 0.636758
28 2.75 0.666661 4.3342 0.300782 1.16421 3.82272 1.83516
29 2.85 0.574592 4.7215 0.551246 1.35019 3.05573 2.86391
30 2.95 0.582886 5.14246 0.957339 1.69624 1.67492 3.46809
31 3.05 0.631994 5.63033 1.38653 2.23196 0.858251 3.79898
32 3.15 0.716014 6.2199 1.63927 2.90753 0.560647 4.02961
33 3.25 0.825615 6.94361 1.61635 3.61659 0.485186 4.24203
34 3.35 0.928993 7.80881 1.46655 4.30012 0.50438 4.47668
35 3.45 1.02377 8.82 1.2959 4.94068 0.566807 4.75637
36 3.55 1.12142 9.99271 1.16367 5.54974 0.641315 5.09141
37 3.65 1.18482 11.3025 1.07628 6.14523 0.731724 5.49551
38 3.75 1.21063 12.7153 1.02791 6.74554 0.835128 5.9823
39 3.85 1.20038 14.1917 1.01762 7.37195 0.938717 6.55906
40 3.95 1.15568 15.6879 1.00931 8.02598 1.02983 7.22504
41 4.05 1.1074 17.1952 1.01849 8.71977 1.12516 7.99
42 4.15 1.08044 18.7392 1.02623 9.4538 1.19945 8.84621
43 4.25 1.07027 20.3434 1.02 10.2189 1.28459 9.80793
44 4.35 1.07001 22.0234 1.02542 11.0247 1.29614 10.8246
45 4.45 1.07205 23.785 1.00843 11.8541 1.32217 11.9097
46 4.55 1.06825 25.6201 1.01243 12.7246 1.30473 13.0292
47 4.65 1.05801 27.5183 1.0089 13.6305 1.25973 14.1582
48 4.75 1.04384 29.4726 1.00599 14.5731 1.19665 15.2773
49 4.85 1.0271 31.4773 1.01516 15.5648 1.13532 16.3841
50 4.95 1.00417 33.5189 1.03087 16.6138 1.07563 17.4766
51 5.05 0.98243 35.5978 1.03999 17.7152 1.00602 18.54
52 5.15 0.971573 37.7361 1.03541 18.8557 0.945932 19.5798
53 5.25 0.964191 39.9413 1.02721 20.0315 0.898525 20.6062
54 5.35 0.950139 42.1979 1.02049 21.2445 0.857596 21.6237
55 5.45 0.953303 44.5475 0.997862 22.4753 0.817578 22.6301
56 5.55 0.957417 46.9946 0.984712 23.735 0.798611 23.6497
57 5.65 0.966869 49.5556 0.967136 25.0172 0.798496 24.7063
58 5.75 0.976951 52.2358 0.954295 26.3275 0.807471 25.8129
59 5.85 0.97607 55.0076 0.939726 27.663 0.829553 26.9896
60 5.95 0.978174 57.881 0.928687 29.0285 0.864472 28.2582
61 6.05 0.983215 60.8673 0.924337 30.4336 0.915902 29.6478
62 6.15 0.981963 63.9491 0.922165 31.882 0.958138 31.1499
63 6.25 0.98367 67.1375 0.934935 33.3987 0.995809 32.7623
64 6.35 0.980081 70.4166 0.945238 34.9816 1.02588 34.4768
65 6.45 0.981593 73.8051 0.955577 36.6326 1.0712 36.3239
66 6.55 0.982903 77.3042 0.970192 38.3612 1.07977 38.2439
67 6.65 0.985728 80.9214 0.987071 40.174 1.09615 40.253
68 6.75 0.997965 84.6943 1.00263 42.0711 1.09593 42.3226
69 6.85 0.990395 88.5504 1.01493 44.0488 1.09193 44.4461
70 6.95 1.006 92.5824 1.0283 46.1116 1.07717 46.6027
71 7.05 1.00788 96.7391 1.03767 48.2534 1.06019 48.7868
72 7.15 1.01113 101.028 1.04723 50.4768 1.04115 50.9929
73 7.25 1.01295 105.446 1.04659 52.7614 1.01624 53.2068
74 7.35 1.01382 109.991 1.04846 55.1136 1.00575 55.4589
75 7.45 1.01826 114.68 1.04383 57.5195 0.987103 57.7296
76 7.55 1.01819 119.496 1.03818 59.9771 0.986768 60.061
77 7.65 1.02213 124.46 1.03385 62.4897 0.980623 62.4396
78 7.75 1.02305 129.558 1.02036 65.0348 0.986518 64.8955
79 7.85 1.02366 134.792 1.01397 67.6297 0.9863 67.4147
80 7.95 1.02321 140.159 1.00776 70.2747 0.995422 70.0223
81 8.05 1.01782 145.631 0.997716 72.9598 0.999571 72.707
82 8.15 1.01367 151.218 0.992393 75.6972 0.998801 75.4567
83 8.25 1.00911 156.917 0.987551 78.4886 1.00223 78.284
84 8.35 1.00165 162.712 0.98495 81.3405 1.0059 81.191
85 8.45 0.997685 168.623 0.98631 84.2652 1.0118 84.1854
86 8.55 0.995617 174.662 0.981966 87.2463 1.00333 87.2254
87 8.65 0.991503 180.818 0.984661 90.3059 1.01416 90.3704
88 8.75 0.989461 187.104 0.986015 93.441 1.01 93.5755
89 8.85 0.98712 193.519 0.988995 96.6578 1.00603 96.8412
90 8.95 0.991663 200.11 0.991394 99.9557 1.00227 100.169
91 9.05 0.987167 206.819 0.992958 103.333 0.994128 103.544
92 9.15 0.991502 213.707 0.99375 106.788 0.993872 106.992
93 9.25 0.989998 220.736 0.997751 110.333 0.988678 110.499
94 9.35 0.994157 227.947 0.99784 113.956 0.983985 114.064
95 9.45 0.994192 235.314 1.00037 117.666 0.982225 117.7
96 9.55 0.992657 242.826 0.997065 121.442 0.982255 121.413
97 9.65 0.996169 250.524 0.99863 125.304 0.982226 125.204
98 9.75 1.00228 258.429 0.998748 129.247 0.989691 129.103
99 9.85 0.998483 266.468 0.998028 133.269 0.988109 133.077
100 9.95 1.00102 274.691 0.998599 137.374 0.994401 137.157
300000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000293078 5.85937e-05 0.0148019 0.00148438 0 0
17 1.65 0.00543524 0.00128906 0.387019 0.0454102 0 0
18 1.75 0.0379126 0.010957 1.54139 0.242168 0 0
19 1.85 0.157895 0.0559766 1.94131 0.519062 0 0
20 1.95 0.403733 0.183828 1.33781 0.731064 0 0
21 2.05 0.774606 0.454922 0.688074 0.851553 0 0
22 2.15 1.13644 0.892344 0.322794 0.913721 0 0
23 2.25 1.38586 1.47656 0.172411 0.950088 0 0
24 2.35 1.45355 2.14494 0.1004 0.973193 0 0
25 2.45 1.35159 2.82041 0.0812454 0.993516 0.00140513 0.000351562
26 2.55 1.10542 3.41885 0.0984728 1.02021 0.21889 0.0595703
27 2.65 0.854451 3.91846 0.163436 1.06804 1.96234 0.632773
28 2.75 0.662029 4.33531 0.307943 1.1651 3.78138 1.82215
29 2.85 0.589129 4.73373 0.567102 1.35708 3.08217 2.86328
30 2.95 0.583315 5.15637 0.971597 1.70946 1.66824 3.46699
31 3.05 0.627944 5.64273 1.38177 2.24513 0.866514 3.80219
32 3.15 0.716053 6.23434 1.62552 2.91724 0.560861 4.03363
33 3.25 0.811777 6.94822 1.62004 3.63028 0.481514 4.24516
34 3.35 0.922408 7.81012 1.45878 4.31244 0.50679 4.48172
35 3.45 1.02603 8.82693 1.28911 4.9518 0.578252 4.76801
36 3.55 1.12799 10.0105 1.1564 5.55905 0.656615 5.11223
37 3.65 1.19055 11.3312 1.07277 6.15461 0.740456 5.5225
38 3.75 1.20783 12.7453 1.01718 6.75065 0.822754 6.00367
39 3.85 1.19467 14.2196 1.00459 7.37112 0.914092 6.56719
40 3.95 1.15301 15.7174 1.01126 8.02857 1.03253 7.23723
41 4.05 1.10773 17.2301 1.02076 8.72625 1.11703 7.99922
42 4.15 1.0735 18.7694 1.02137 9.45926 1.21163 8.86699
43 4.25 1.06153 20.3657 1.02385 10.2299 1.26911 9.82031
44 4.35 1.06273 22.04 1.02284 11.0363 1.29222 10.8372
45 4.45 1.07036 23.8046 1.02158 11.8793 1.3196 11.924
46 4.55 1.06732 25.6443 1.01285 12.7531 1.30699 13.0493
47 4.65 1.05908 27.5509 1.00287 13.6567 1.25006 14.1733
48 4.75 1.04151 29.5073 1.01636 14.6121 1.20348 15.3024
49 4.85 1.02999 31.5243 1.02535 15.6171 1.14483 16.4223
50 4.95 1.00869 33.582 1.02714 16.6658 1.07655 17.5192
51 5.05 0.995204 35.695 1.03807 17.7688 1.00476 18.5848
52 5.15 0.980625 37.8604 1.02989 18.907 0.959432 19.643
53 5.25 0.967324 40.0801 1.02601 20.0853 0.893765 20.6675
54 5.35 0.962333 42.3733 1.02151 21.3036 0.859935 21.6911
55 5.45 0.957698 44.7416 1.00405 22.5463 0.821104 22.7053
56 5.55 0.954993 47.1905 0.985707 23.8113 0.798956 23.7287
57 5.65 0.966765 49.7598 0.973815 25.1067 0.802009 24.7934
58 5.75 0.975329 52.4446 0.956556 26.4244 0.818561 25.9189
59 5.85 0.972706 55.216 0.941648 27.7672 0.835496 27.108
60 5.95 0.980914 58.1071 0.931007 29.1405 0.871026 28.3904
61 6.05 0.980233 61.0942 0.925946 30.5528 0.909905 29.7754
62 6.15 0.977587 64.1725 0.923361 32.008 0.950985 31.2713
63 6.25 0.983095 67.3697 0.936462 33.5322 0.995361 32.8884
64 6.35 0.980842 70.6623 0.94211 35.1152 1.02451 34.6063
65 6.45 0.982832 74.0664 0.959743 36.7789 1.06207 36.4438
66 6.55 0.98637 77.5895 0.966419 38.5065 1.08393 38.3777
67 6.65 0.987075 81.2237 0.985623 40.3227 1.09755 40.3961
68 6.75 0.988508 84.9735 1.00446 42.2297 1.09468 42.4703
69 6.85 0.997936 88.8719 1.01492 44.2141 1.09152 44.6002
70 6.95 0.999824 92.8926 1.0224 46.2718 1.07413 46.7578
71 7.05 1.00568 97.0542 1.03561 48.4166 1.05759 48.9439
72 7.15 1.00878 101.348 1.04164 50.6354 1.03607 51.1466
73 7.25 1.00914 105.764 1.04389 52.9217 1.01759 53.371
74 7.35 1.01559 110.331 1.04483 55.2735 1.00935 55.6386
75 7.45 1.01308 115.012 1.04482 57.6898 0.993097 57.9306
76 7.55 1.02119 119.859 1.03842 60.1562 0.981878 60.2582
77 7.65 1.02252 124.841 1.02888 62.6651 0.981752 62.6475
78 7.75 1.02383 129.96 1.02031 65.2185 0.980683 65.097
79 7.85 1.02094 135.198 1.01348 67.8208 0.985672 67.6229
80 7.95 1.02161 140.573 1.00357 70.4637 0.987677 70.2188
81 8.05 1.02358 146.096 0.99686 73.1554 0.997813 72.9079
82 8.15 1.01322 151.699 0.99674 75.914 1.00057 75.6717
83 8.25 1.00872 157.415 0.994304 78.7338 1.00375 78.5127
84 8.35 1.00663 163.258 0.989909 81.6097 1.00555 81.4282
85 8.45 1.0002 169.203 0.988779 84.5514 1.01502 84.4421
86 8.55 0.999738 175.288 0.987579 87.5596 1.0141 87.5248
87 8.65 0.997059 181.498 0.990508 90.6476 1.01593 90.686
88 8.75 0.993055 187.828 0.990055 93.806 1.01297 93.9113
89 8.85 0.990536 194.287 0.992493 97.045 1.01105 97.2046
90 8.95 0.991037 200.896 0.996454 100.371 1.00033 100.537
91 9.05 0.994451 207.677 0.995274 103.767 1.00006 103.943
92 9.15 0.990435 214.581 0.994494 107.237 0.998029 107.418
93 9.25 0.992622 221.651 0.998817 110.798 0.995825 110.961
94 9.35 0.995229 228.895 0.998893 114.436 0.989295 114.558
95 9.45 0.99086 236.262 0.998339 118.151 0.99118 118.239
96 9.55 0.993073 243.802 0.999156 121.948 0.981887 121.963
97 9.65 0.995103 251.517 0.997059 125.817 0.980406 125.759
98 9.75 0.997449 259.411 0.995533 129.76 0.982511 129.644
99 9.85 0.995687 267.454 0.994616 133.781 0.988278 133.631
100 9.95 0.996725 275.669 0.993724 137.88 0.988417 137.7
310000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000384637 7.8125e-05 0.0149136 0.00150391 0 0
17 1.65 0.00599636 0.00144531 0.377973 0.0446875 0 0
18 1.75 0.0450878 0.0130273 1.5097 0.238721 0 0
19 1.85 0.164387 0.0602148 1.91424 0.513672 0 0
20 1.95 0.422832 0.195059 1.30797 0.722383 0 0
21 2.05 0.776564 0.46873 0.693741 0.844717 0 0
22 2.15 1.1534 0.915742 0.33694 0.910078 0 0
23 2.25 1.38851 1.50512 0.175494 0.947363 0 0
24 2.35 1.42334 2.16414 0.110863 0.973057 0 0
25 2.45 1.29906 2.81785 0.0852023 0.994521 0.0017121 0.000429688
26 2.55 1.08154 3.40752 0.105799 1.0234 0.224484 0.0615625
27 2.65 0.860329 3.91406 0.176743 1.0755 1.92283 0.62707
28 2.75 0.665628 4.33613 0.326249 1.17906 3.75456 1.81621
29 2.85 0.592782 4.7399 0.588643 1.37973 3.02252 2.84434
30 2.95 0.594632 5.17383 0.983816 1.73904 1.67141 3.45344
31 3.05 0.642855 5.67523 1.38909 2.28126 0.891523 3.80078
32 3.15 0.726297 6.27953 1.62039 2.95593 0.568273 4.03695
33 3.25 0.829172 7.01389 1.6077 3.66851 0.528722 4.27094
34 3.35 0.93 7.88898 1.45526 4.35377 0.554082 4.53145
35 3.45 1.03161 8.91844 1.28701 4.99655 0.595687 4.82848
36 3.55 1.1249 10.107 1.15968 5.60983 0.688089 5.19168
37 3.65 1.19142 11.4379 1.06632 6.20596 0.769263 5.62098
38 3.75 1.21038 12.8649 1.02097 6.80843 0.845328 6.11879
39 3.85 1.20116 14.3575 0.997087 7.42859 0.932772 6.69781
40 3.95 1.14931 15.8609 1.00358 8.08563 1.02605 7.36828
41 4.05 1.10969 17.3868 1.0205 8.78802 1.1012 8.12469
42 4.15 1.07564 18.9399 1.02054 9.52554 1.17457 8.97184
43 4.25 1.06304 20.5497 1.02197 10.3001 1.24214 9.91141
44 4.35 1.05818 22.2285 1.0277 11.1161 1.27925 10.925
45 4.45 1.05136 23.9739 1.0079 11.9535 1.29203 11.9964
46 4.55 1.05203 25.7998 1.01653 12.8365 1.27006 13.0975
47 4.65 1.04177 27.6882 1.00901 13.7519 1.23352 14.2144
48 4.75 1.03252 29.6413 1.01064 14.7086 1.18878 15.3375
49 4.85 1.01923 31.6513 1.0118 15.7072 1.12458 16.4452
50 4.95 1.00795 33.7218 1.02025 16.7561 1.06689 17.5398
51 5.05 0.991087 35.8408 1.03042 17.8587 1.00987 18.6182
52 5.15 0.980475 38.0209 1.03275 19.0079 0.950032 19.6734
53 5.25 0.969206 40.2604 1.01793 20.1851 0.910973 20.7248
54 5.35 0.968179 42.5835 1.01694 21.4064 0.868807 21.7663
55 5.45 0.964056 44.9841 0.998961 22.6513 0.834221 22.8039
56 5.55 0.963761 47.4727 0.992687 23.9343 0.826335 23.8698
57 5.65 0.972882 50.0764 0.96881 25.232 0.815296 24.9598
58 5.75 0.98026 52.7935 0.956634 26.5591 0.82942 26.1081
59 5.85 0.981043 55.6082 0.950643 27.9242 0.854318 27.3325
60 5.95 0.978021 58.5109 0.939877 29.3204 0.886675 28.6471
61 6.05 0.983753 61.5297 0.935694 30.7575 0.922424 30.0612
62 6.15 0.981583 64.6422 0.931434 32.2357 0.956233 31.5758
63 6.25 0.986595 67.8732 0.942394 33.7804 0.988754 33.1932
64 6.35 0.981619 71.1916 0.949976 35.3876 1.01646 34.9095
65 6.45 0.980322 74.6107 0.962446 37.0676 1.05328 36.7446
66 6.55 0.984413 78.1515 0.973803 38.8207 1.06338 38.6552
67 6.65 0.984232 81.8005 0.98916 40.6561 1.08728 40.6688
68 6.75 0.994315 85.5987 1.00561 42.5786 1.08701 42.7429
69 6.85 0.998533 89.5268 1.01657 44.5801 1.0791 44.8634
70 6.95 1.00201 93.5845 1.02092 46.6492 1.0719 47.0315
71 7.05 1.00701 97.7806 1.0318 48.801 1.07033 49.2592
72 7.15 1.00522 102.089 1.03733 51.0261 1.0486 51.504
73 7.25 1.01312 106.553 1.03473 53.3082 1.02263 53.755
74 7.35 1.01557 111.153 1.03887 55.663 1.01251 56.0455
75 7.45 1.0166 115.883 1.04027 58.0856 1.00137 58.373
76 7.55 1.01726 120.744 1.03061 60.5505 0.984643 60.7234
77 7.65 1.01884 125.743 1.0281 63.075 0.982435 63.131
78 7.75 1.01936 130.876 1.01846 65.6416 0.981793 65.6004
79 7.85 1.01958 136.143 1.01229 68.2589 0.979273 68.1275
80 7.95 1.01819 141.538 1.00843 70.9331 0.987411 70.7408
81 8.05 1.01586 147.057 1.00545 73.6669 0.993016 73.4355
82 8.15 1.01179 152.691 0.995799 76.4421 0.992523 76.1961
83 8.25 1.00828 158.444 0.99253 79.2765 1.00375 79.057
84 8.35 1.00395 164.312 0.989081 82.17 1.00539 81.9925
85 8.45 1.00089 170.303 0.987708 85.1291 1.00779 85.0059
86 8.55 0.995491 176.404 0.989122 88.163 1.01022 88.0983
87 8.65 0.993778 182.638 0.987394 91.2628 1.00877 91.2591
88 8.75 0.995349 189.027 0.987351 94.4345 1.01264 94.5056
89 8.85 0.992815 195.546 0.991073 97.6915 1.00633 97.8063
90 8.95 0.991077 202.201 0.992198 101.026 1.00568 101.18
91 9.05 0.993365 209.022 0.994165 104.443 0.998303 104.604
92 9.15 0.993803 215.997 0.991693 107.926 0.99685 108.099
93 9.25 0.993035 223.12 0.995206 111.499 0.991671 111.652
94 9.35 0.989858 230.375 0.994213 115.146 0.988546 115.271
95 9.45 0.994763 237.822 0.9982 118.886 0.990996 118.977
96 9.55 0.997722 245.451 0.998222 122.706 0.990163 122.759
97 9.65 0.995604 253.223 0.998032 126.606 0.99345 126.633
98 9.75 0.997287 261.171 0.998992 130.591 0.98544 130.556
99 9.85 0.997247 269.283 1.00207 134.67 0.98598 134.562
100 9.95 1.00172 277.597 1.00116 138.829 0.986954 138.653
320000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000581777 0.000117187 0.0140736 0.00141602 0 0
17 1.65 0.00641833 0.00158203 0.382906 0.0451172 0 0
18 1.75 0.0398049 0.0117969 1.51477 0.239541 0 0
19 1.85 0.155239 0.0562891 1.92423 0.515537 0 0
20 1.95 0.426628 0.192168 1.31881 0.725674 0 0
21 2.05 0.786888 0.469082 0.684839 0.846279 0 0
22 2.15 1.14396 0.911816 0.331631 0.910527 0 0
23 2.25 1.37097 1.49293 0.1743 0.94751 0 0
24 2.35 1.43589 2.15689 0.105913 0.972021 0 0
25 2.45 1.32498 2.82277 0.0905707 0.994814 0.00217596 0.000546875
26 2.55 1.08702 3.41457 0.108288 1.02434 0.217226 0.0596484
27 2.65 0.843239 3.91043 0.17226 1.07505 1.95164 0.632891
28 2.75 0.679471 4.3407 0.32655 1.17856 3.75421 1.82023
29 2.85 0.589581 4.74174 0.587594 1.37861 3.03269 2.85035
30 2.95 0.596123 5.17613 0.978332 1.73544 1.6714 3.45863
31 3.05 0.653448 5.68516 1.40413 2.28279 0.870506 3.79734
32 3.15 0.73198 6.29334 1.61488 2.95424 0.600981 4.04684
33 3.25 0.826009 7.02385 1.60808 3.666 0.529109 4.28066
34 3.35 0.926568 7.89447 1.46626 4.35553 0.556044 4.54172
35 3.45 1.03133 8.92229 1.29327 5.00053 0.612826 4.8468
36 3.55 1.12568 10.11 1.15865 5.6124 0.679428 5.20496
37 3.65 1.19165 11.4392 1.07307 6.21147 0.748537 5.62211
38 3.75 1.22267 12.8788 1.02861 6.81763 0.844706 6.11895
39 3.85 1.19722 14.3645 1.00336 7.44083 0.922015 6.69055
40 3.95 1.15568 15.8742 1.006 8.09854 1.02172 7.3573
41 4.05 1.1034 17.3895 1.01672 8.79732 1.11027 8.11887
42 4.15 1.07337 18.9372 1.01528 9.53003 1.18166 8.96992
43 4.25 1.06139 20.5423 1.02235 10.3038 1.22364 9.89422
44 4.35 1.04897 22.204 1.01072 11.1052 1.2675 10.8971
45 4.45 1.04888 23.943 1.01065 11.9439 1.29152 11.9666
46 4.55 1.05736 25.7757 1.0039 12.8147 1.27027 13.0663
47 4.65 1.04082 27.6598 1.00813 13.728 1.25197 14.1983
48 4.75 1.03176 29.6087 1.0061 14.6792 1.19409 15.325
49 4.85 1.01806 31.6136 1.01017 15.6749 1.13368 16.4401
50 4.95 1.0008 33.6666 1.02369 16.7259 1.06594 17.5323
51 5.05 0.987757 35.7756 1.02645 17.8227 1.00388 18.603
52 5.15 0.979407 37.9504 1.03011 18.9674 0.952578 19.6595
53 5.25 0.970104 40.189 1.02296 20.1488 0.903138 20.7005
54 5.35 0.964123 42.4993 1.01691 21.3684 0.871113 21.7433
55 5.45 0.964785 44.8985 1.00279 22.6165 0.828131 22.7719
56 5.55 0.971387 47.4036 0.989763 23.8939 0.820729 23.8293
57 5.65 0.973983 50.0066 0.973406 25.196 0.810752 24.9116
58 5.75 0.97687 52.7106 0.962822 26.5299 0.826239 26.0541
59 5.85 0.982501 55.5257 0.94655 27.8872 0.851086 27.2723
60 5.95 0.988128 58.4544 0.940747 29.2828 0.885099 28.5827
61 6.05 0.988518 61.4837 0.941598 30.727 0.924438 29.9979
62 6.15 0.986669 64.6081 0.938043 32.2137 0.955181 31.5088
63 6.25 0.985663 67.8316 0.94268 33.7567 1.00037 33.143
64 6.35 0.983683 71.1524 0.948963 35.3601 1.03995 34.8968
65 6.45 0.985872 74.5863 0.968813 37.0489 1.04199 36.7096
66 6.55 0.986563 78.13 0.979153 38.8092 1.07429 38.637
67 6.65 0.988173 81.7886 0.989382 40.6426 1.09253 40.6575
68 6.75 0.992575 85.5748 1.00598 42.5632 1.09876 42.751
69 6.85 0.999099 89.4997 1.01143 44.5517 1.08833 44.8866
70 6.95 1.00058 93.5459 1.02423 46.6246 1.08023 47.0687
71 7.05 0.996511 97.6927 1.03531 48.7808 1.06183 49.2757
72 7.15 1.00764 102.005 1.03525 50.9984 1.04038 51.4998
73 7.25 1.00665 106.435 1.03995 53.2888 1.02199 53.7463
74 7.35 1.01195 111.012 1.03586 55.6336 1.00885 56.0255
75 7.45 1.01622 115.734 1.03252 58.0348 0.992591 58.3294
76 7.55 1.01875 120.596 1.02801 60.4902 0.978908 60.6629
77 7.65 1.01542 125.571 1.02182 62.9959 0.978588 63.058
78 7.75 1.01636 130.681 1.01513 65.5507 0.971819 65.4989
79 7.85 1.01588 135.922 1.00985 68.1581 0.977787 68.0187
80 7.95 1.01592 141.298 1.00362 70.8159 0.984356 70.6204
81 8.05 1.01184 146.788 0.999077 73.5287 0.983324 73.2852
82 8.15 1.00988 152.403 0.991344 76.2877 0.989124 76.0326
83 8.25 1.00825 158.149 0.985669 79.0988 0.994483 78.8633
84 8.35 1.00307 164.004 0.985278 81.9772 1.00246 81.7862
85 8.45 1.00205 169.994 0.98815 84.9336 1.00604 84.7903
86 8.55 0.999086 176.109 0.991135 87.9696 1.01022 87.8787
87 8.65 0.998036 182.361 0.989175 91.0708 1.01561 91.0566
88 8.75 0.994666 188.736 0.991405 94.2514 1.01509 94.3068
89 8.85 0.994967 195.261 0.991293 97.5046 1.00878 97.6108
90 8.95 0.995556 201.937 0.996201 100.848 1.00416 100.975
91 9.05 0.990774 208.731 1.0006 104.282 1.0032 104.411
92 9.15 0.992126 215.685 1.00139 107.795 1.00496 107.929
93 9.25 0.992415 222.794 1.00281 111.39 1.00389 111.521
