# Time-averaged data for fix avgrdf
# TimeStep Number-of-rows
# Row c_h2oRDF[1] c_h2oRDF[2] c_h2oRDF[3] c_h2oRDF[4] c_h2oRDF[5] c_h2oRDF[6] c_h2oRDF[7]
10000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
54 5.35 0.957142 42.3125 1.02116 21.2899 0.859159 21.6761
55 5.45 0.964349 44.6951 0.999555 22.5259 0.836677 22.7086
56 5.55 0.967312 47.1736 0.990174 23.7957 0.812858 23.7489
57 5.65 0.968427 49.7452 0.971418 25.0867 0.800275 24.8105
58 5.75 0.969386 52.4112 0.958006 26.4054 0.803755 25.9147
59 5.85 0.977341 55.1934 0.941282 27.7465 0.833976 27.1007
60 5.95 0.97821 58.0742 0.931364 29.1192 0.87315 28.3851
61 6.05 0.983421 61.0684 0.92582 30.5301 0.904723 29.7612
62 6.15 0.977563 64.1439 0.92872 31.9925 0.943849 31.2446
63 6.25 0.976374 67.3165 0.932143 33.5084 0.985985 32.8451
64 6.35 0.977367 70.5947 0.944408 35.0938 1.02129 34.5562
65 6.45 0.979396 73.984 0.955749 36.7492 1.06872 36.4036
66 6.55 0.980514 77.4833 0.972282 38.4858 1.06925 38.3096
67 6.65 0.984037 81.1032 0.985065 40.2994 1.09146 40.3152
68 6.75 0.994451 84.8721 0.999636 42.1957 1.0979 42.3937
69 6.85 0.99287 88.7475 1.01156 44.1717 1.09276 44.5241
70 6.95 1.00295 92.7773 1.02138 46.2256 1.07514 46.6819
71 7.05 1.00385 96.9276 1.02981 48.3565 1.06767 48.8868
72 7.15 1.00987 101.222 1.04149 50.5732 1.04219 51.1005
73 7.25 1.01664 105.667 1.04272 52.8549 1.0334 53.3577
74 7.35 1.01887 110.246 1.04332 55.2014 1.00567 55.615
75 7.45 1.01882 114.949 1.03974 57.6039 0.991408 57.9013
76 7.55 1.01548 119.764 1.03651 60.0637 0.98421 60.2324
77 7.65 1.01957 124.728 1.02762 62.5674 0.978199 62.6109
78 7.75 1.0158 129.803 1.02167 65.122 0.975186 65.0447
79 7.85 1.01637 135.012 1.01148 67.7169 0.979697 67.5531
80 7.95 1.01867 140.368 1.00726 70.3672 0.980839 70.1288
81 8.05 1.01745 145.852 1.0009 73.0674 0.986585 72.7852
82 8.15 1.01351 151.452 0.997988 75.8271 0.995018 75.5313
83 8.25 1.00876 157.163 0.995051 78.6466 1.00161 78.3639
84 8.35 1.00782 163.008 0.989173 81.5177 1.00667 81.2801
85 8.45 1.00395 168.971 0.987936 84.4544 1.00406 84.2589
86 8.55 1.00288 175.069 0.990213 87.4679 1.01456 87.3406
87 8.65 0.996258 181.27 0.991275 90.5557 1.02327 90.5218
88 8.75 0.995611 187.61 0.992923 93.7206 1.02248 93.7745
89 8.85 0.997178 194.107 0.99058 96.9505 1.01567 97.0797
90 8.95 0.991986 200.716 0.993119 100.262 1.01809 100.468
91 9.05 0.992752 207.48 0.99632 103.66 1.00806 103.899
92 9.15 0.988055 214.361 0.995982 107.131 1.00819 107.406
93 9.25 0.993583 221.433 0.996438 110.681 0.994473 110.941
94 9.35 0.992096 228.647 0.998292 114.314 0.991056 114.541
95 9.45 0.993949 236.031 0.999106 118.028 0.991518 118.22
96 9.55 0.993858 243.571 1.00009 121.826 0.978938 121.93
97 9.65 0.997648 251.298 0.9963 125.688 0.977685 125.713
98 9.75 0.996071 259.175 0.998058 129.638 0.979957 129.584
99 9.85 0.998904 267.236 0.995448 133.659 0.984855 133.554
100 9.95 1.00023 275.473 0.997109 137.769 0.980473 137.588
1270000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000486644 9.76563e-05 0.0128772 0.00128906 0 0
17 1.65 0.00549545 0.00134766 0.382748 0.0447363 0 0
18 1.75 0.0397957 0.0115039 1.53389 0.240596 0 0
19 1.85 0.154961 0.0556836 1.94734 0.518467 0 0
20 1.95 0.404709 0.183887 1.3245 0.728428 0 0
21 2.05 0.783876 0.458301 0.687088 0.848789 0 0
22 2.15 1.13993 0.897246 0.324714 0.911348 0 0
23 2.25 1.38086 1.47953 0.175304 0.94834 0 0
24 2.35 1.44829 2.14572 0.101221 0.971641 0 0
25 2.45 1.3358 2.81355 0.0880916 0.993682 0.00141095 0.000351562
26 2.55 1.10023 3.40939 0.0996711 1.0207 0.216937 0.0590234
27 2.65 0.853192 3.90838 0.167986 1.06988 1.93801 0.625313
28 2.75 0.678003 4.33545 0.314765 1.16912 3.82715 1.82949
29 2.85 0.589034 4.73396 0.571433 1.36264 3.0499 2.86016
30 2.95 0.578377 5.15324 0.964054 1.71239 1.64729 3.45648
31 3.05 0.639397 5.64865 1.38342 2.24888 0.872193 3.79398
32 3.15 0.725208 6.24805 1.63265 2.92422 0.563421 4.02656
33 3.25 0.813138 6.96344 1.60271 3.62989 0.490562 4.24215
34 3.35 0.91903 7.82244 1.45835 4.3121 0.521351 4.48559
35 3.45 1.02192 8.83547 1.29115 4.95268 0.582672 4.77418
36 3.55 1.1123 10.0031 1.15612 5.56001 0.669744 5.12535
37 3.65 1.18313 11.3159 1.07053 6.15453 0.746403 5.5391
38 3.75 1.20182 12.7235 1.01978 6.75229 0.835571 6.02801
39 3.85 1.19062 14.1933 1.00394 7.3726 0.919627 6.59516
40 3.95 1.1571 15.697 1.00671 8.02732 1.02099 7.25785
41 4.05 1.11543 17.2207 1.0097 8.71769 1.1084 8.01426
42 4.15 1.0768 18.7653 1.01778 9.44833 1.18766 8.86523
43 4.25 1.06582 20.3686 1.022 10.2178 1.25664 9.80953
44 4.35 1.05626 22.0332 1.02081 11.023 1.30137 10.8339
45 4.45 1.06697 23.7929 1.01612 11.8617 1.30628 11.91
46 4.55 1.05874 25.6184 1.01044 12.7337 1.28707 13.0186
47 4.65 1.05875 27.525 1.00514 13.6396 1.25526 14.1477
48 4.75 1.04061 29.4804 1.01082 14.5903 1.19015 15.2646
49 4.85 1.02329 31.4851 1.02428 15.5945 1.12606 16.3665
50 4.95 1.00269 33.5312 1.02591 16.6423 1.0751 17.4623
51 5.05 0.990946 35.6359 1.03572 17.7432 1.00459 18.528
52 5.15 0.978645 37.7975 1.03323 18.8854 0.953383 19.58
53 5.25 0.969368 40.0227 1.03256 20.0717 0.895857 20.6071
54 5.35 0.964149 42.3211 1.01956 21.288 0.867279 21.6398
55 5.45 0.961115 44.6985 1.00383 22.5308 0.833577 22.6698
56 5.55 0.968243 47.1823 0.990389 23.8024 0.814603 23.7136
57 5.65 0.974257 49.7724 0.97318 25.0973 0.813789 24.7943
58 5.75 0.977312 52.4633 0.964227 26.4261 0.830676 25.9368
59 5.85 0.979501 55.255 0.948743 27.7794 0.857965 27.1583
60 5.95 0.984716 58.1584 0.936541 29.1614 0.883008 28.4588
61 6.05 0.984433 61.1592 0.927546 30.5766 0.921226 29.8616
62 6.15 0.981756 64.2517 0.928696 32.0406 0.948523 31.3541
63 6.25 0.979404 67.4379 0.933045 33.5598 0.995042 32.9712
64 6.35 0.981178 70.733 0.943577 35.1457 1.02661 34.6933
65 6.45 0.97852 74.1234 0.959263 36.8092 1.05816 36.5247
66 6.55 0.982688 77.6346 0.974519 38.5519 1.07381 38.4412
67 6.65 0.985875 81.2655 0.985698 40.3689 1.0816 40.431
68 6.75 0.992062 85.0301 1.00508 42.2777 1.08899 42.495
69 6.85 0.994245 88.9155 1.01511 44.2631 1.09036 44.6234
70 6.95 1.0005 92.9403 1.02547 46.3278 1.07103 46.7755
71 7.05 1.00609 97.1049 1.03461 48.4712 1.05856 48.9642
72 7.15 1.01047 101.407 1.03843 50.684 1.03292 51.161
73 7.25 1.01157 105.835 1.04251 52.9681 1.02512 53.4027
74 7.35 1.01131 110.385 1.03715 55.3035 0.994536 55.6377
75 7.45 1.01983 115.1 1.03428 57.6963 0.99125 57.9265
76 7.55 1.01736 119.929 1.03062 60.145 0.984234 60.2604
77 7.65 1.01691 124.885 1.02522 62.6458 0.977794 62.641
78 7.75 1.01494 129.962 1.01441 65.1853 0.971318 65.0679
79 7.85 1.01718 135.183 1.01092 67.7819 0.980849 67.5824
80 7.95 1.01312 140.515 1.00377 70.4262 0.983763 70.1689
81 8.05 1.01624 146 1.00009 73.1275 0.986468 72.8281
82 8.15 1.01338 151.605 0.993154 75.8771 1.0024 75.5979
83 8.25 1.00832 157.321 0.992361 78.6923 1.00675 78.4486
84 8.35 1.00459 163.154 0.990832 81.5718 1.0154 81.3936
85 8.45 1.00245 169.115 0.98968 84.5173 1.0158 84.4108
86 8.55 0.999992 175.203 0.991667 87.539 1.01977 87.512
87 8.65 0.999513 181.432 0.989449 90.6248 1.01722 90.6782
88 8.75 0.997513 187.792 0.995148 93.8005 1.0136 93.9065
89 8.85 0.995569 194.286 0.994447 97.047 1.01534 97.2147
90 8.95 0.996232 200.932 0.996694 100.375 1.01445 100.595
91 9.05 0.994812 207.718 0.99714 103.779 1.00261 104.011
92 9.15 0.992832 214.64 1.00074 107.271 0.9998 107.493
93 9.25 0.994397 221.726 1.00171 110.844 0.998294 111.047
94 9.35 0.997772 228.99 1.00126 114.492 0.985105 114.629
95 9.45 0.992721 236.374 1.00202 118.222 0.988023 118.3
96 9.55 0.994631 243.928 0.998215 122.017 0.987003 122.045
97 9.65 0.997109 251.661 0.99769 125.889 0.988302 125.873
98 9.75 0.996465 259.55 0.997587 129.842 0.979183 129.745
99 9.85 1.00171 267.644 0.99652 133.872 0.984321 133.718
100 9.95 0.999785 275.888 0.995607 137.98 0.988161 137.788
1280000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000487125 9.76563e-05 0.0148987 0.00149414 0 0
17 1.65 0.0051567 0.00126953 0.389473 0.0457617 0 0
18 1.75 0.0349595 0.0101953 1.53588 0.2421 0 0
19 1.85 0.159748 0.0558008 1.92938 0.517734 0 0
20 1.95 0.408315 0.185293 1.33725 0.729941 0 0
21 2.05 0.779238 0.458398 0.676218 0.848535 0 0
22 2.15 1.14534 0.899902 0.330068 0.912207 0 0
23 2.25 1.39463 1.48869 0.173241 0.948799 0 0
24 2.35 1.43524 2.14963 0.102153 0.972334 0 0
25 2.45 1.33388 2.81729 0.086457 0.993994 0.00187281 0.00046875
26 2.55 1.09818 3.41271 0.0967611 1.02025 0.227253 0.0620313
27 2.65 0.855124 3.91344 0.16701 1.06921 1.95917 0.635156
28 2.75 0.677772 4.34086 0.313231 1.16809 3.76193 1.82016
29 2.85 0.58231 4.73525 0.570615 1.36154 3.07672 2.86109
30 2.95 0.58554 5.16018 0.968706 1.71339 1.66369 3.46402
31 3.05 0.633594 5.65168 1.39186 2.2538 0.854176 3.79492
32 3.15 0.720042 6.2475 1.61234 2.92146 0.57058 4.03074
33 3.25 0.809871 6.96084 1.6171 3.6343 0.503336 4.25215
34 3.35 0.916991 7.81895 1.46698 4.32135 0.521854 4.49613
35 3.45 1.02076 8.83209 1.29603 4.96511 0.586006 4.78672
36 3.55 1.11688 10.0058 1.16756 5.57917 0.663191 5.13488
37 3.65 1.18841 11.3259 1.07231 6.17535 0.738151 5.54457
38 3.75 1.21371 12.7492 1.00578 6.76564 0.838303 6.03562
39 3.85 1.20132 14.234 0.997768 7.38287 0.944915 6.61906
40 3.95 1.16166 15.7453 1.00735 8.0388 1.0103 7.27566
41 4.05 1.11491 17.2702 1.01227 8.73166 1.11139 8.035
42 4.15 1.08436 18.8273 1.01722 9.46277 1.17091 8.875
43 4.25 1.05843 20.4213 1.02741 10.2372 1.26594 9.82727
44 4.35 1.06597 22.1031 1.0185 11.0415 1.30134 10.8528
45 4.45 1.06264 23.8577 1.01701 11.8819 1.29517 11.9211
46 4.55 1.05835 25.6846 1.01145 12.7558 1.28976 13.033
47 4.65 1.05146 27.5801 1.0186 13.6749 1.25537 14.1634
48 4.75 1.03546 29.5281 1.0162 14.6316 1.19584 15.2871
49 4.85 1.0243 31.5371 1.01716 15.63 1.13872 16.4027
50 4.95 1.01167 33.6038 1.02803 16.6812 1.07068 17.4953
51 5.05 0.990694 35.7104 1.02935 17.7766 0.999026 18.5564
52 5.15 0.983047 37.8842 1.03452 18.9215 0.958404 19.6151
53 5.25 0.964783 40.1014 1.02915 20.1052 0.918093 20.6689
54 5.35 0.963905 42.4017 1.0181 21.3212 0.868802 21.7045
55 5.45 0.959301 44.7776 1.00727 22.5696 0.83509 22.7376
56 5.55 0.966412 47.2596 0.991103 23.8436 0.809881 23.7765
57 5.65 0.966195 49.8312 0.973362 25.1403 0.804636 24.8463
58 5.75 0.971945 52.5106 0.958557 26.4627 0.825148 25.9824
59 5.85 0.973403 55.2882 0.942594 27.8089 0.841649 27.1821
60 5.95 0.981185 58.1844 0.934124 29.189 0.877168 28.4754
61 6.05 0.97969 61.1743 0.928831 30.6077 0.919029 29.8764
62 6.15 0.978714 64.2607 0.92306 32.0646 0.955222 31.3812
63 6.25 0.980737 67.455 0.935786 33.5901 0.987343 32.9876
64 6.35 0.981334 70.7544 0.93986 35.1716 1.02011 34.7009
65 6.45 0.984861 74.1706 0.957544 36.834 1.06405 36.5447
66 6.55 0.990025 77.7121 0.969773 38.5703 1.06844 38.454
67 6.65 0.990284 81.3637 0.986254 40.3904 1.0772 40.438
68 6.75 0.987275 85.1144 1.00026 42.2922 1.08436 42.4958
69 6.85 0.999568 89.0252 1.0144 44.2785 1.08449 44.6151
70 6.95 0.996706 93.0394 1.0267 46.3481 1.06771 46.763
71 7.05 1.00784 97.216 1.03522 48.4952 1.05719 48.9515
72 7.15 1.00954 101.519 1.03813 50.7099 1.03663 51.1587
73 7.25 1.01281 105.958 1.04469 53.0014 1.02275 53.3976
74 7.35 1.01566 110.533 1.04276 55.3522 1.00706 55.6636
75 7.45 1.0155 115.232 1.03895 57.7585 1.00335 57.9829
76 7.55 1.01475 120.055 1.03453 60.2193 0.993696 60.342
77 7.65 1.01745 125.02 1.02685 62.727 0.990283 62.7557
78 7.75 1.01743 130.115 1.02002 65.2836 0.983971 65.2171
79 7.85 1.01892 135.35 1.01066 67.8826 0.987196 67.7507
80 7.95 1.01307 140.689 1.00725 70.5391 0.984974 70.3434
81 8.05 1.01452 146.17 1.00156 73.2475 0.99519 73.0292
82 8.15 1.00799 151.753 0.996247 76.0089 0.99351 75.7775
83 8.25 1.00975 157.483 0.991888 78.8261 0.997301 78.6044
84 8.35 1.00338 163.316 0.989227 81.7042 1.00441 81.5211
85 8.45 1.0033 169.289 0.985582 84.6408 1.01402 84.5365
86 8.55 1.0034 175.405 0.98662 87.6506 1.0155 87.6283
87 8.65 0.999239 181.639 0.986609 90.731 1.01081 90.7783
88 8.75 0.99931 188.018 0.988827 93.8902 1.00836 93.9936
89 8.85 0.995875 194.521 0.989082 97.1228 1.00702 97.2785
90 8.95 0.991511 201.143 0.990901 100.435 1.00378 100.627
91 9.05 0.992889 207.923 0.99454 103.834 1.0027 104.047
92 9.15 0.994164 214.863 0.998282 107.322 0.98799 107.492
93 9.25 0.991107 221.934 0.999933 110.892 0.991232 111.025
94 9.35 0.990727 229.155 1.00135 114.545 0.99007 114.63
95 9.45 0.994586 236.561 1.00159 118.278 0.988004 118.304
96 9.55 0.995223 244.129 1.001 122.087 0.981719 122.033
97 9.65 0.996418 251.865 0.997795 125.965 0.989204 125.87
98 9.75 0.998007 259.776 1.00006 129.932 0.993074 129.802
99 9.85 0.999301 267.859 0.999892 133.98 0.990136 133.803
100 9.95 1.00047 276.118 0.996801 138.099 0.996251 137.91
1290000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.000193903 3.90625e-05 0.0133123 0.00134766 0 0
17 1.65 0.0044344 0.00105469 0.375083 0.0443262 0 0
18 1.75 0.0357015 0.0102539 1.496 0.237187 0 0
19 1.85 0.145092 0.0520313 1.92602 0.514619 0 0
20 1.95 0.403941 0.18123 1.31313 0.724766 0 0
21 2.05 0.756943 0.44877 0.689478 0.846729 0 0
22 2.15 1.11215 0.881035 0.326056 0.910156 0 0
23 2.25 1.37899 1.46811 0.17411 0.947256 0 0
24 2.35 1.44445 2.13887 0.107902 0.972334 0 0
25 2.45 1.33293 2.81166 0.0913042 0.9954 0.00123216 0.0003125
26 2.55 1.1209 3.42457 0.109152 1.02528 0.201568 0.0553906
27 2.65 0.881261 3.945 0.172401 1.07625 1.94057 0.627812
28 2.75 0.696279 4.38787 0.32286 1.17903 3.72094 1.80969
29 2.85 0.606409 4.80211 0.593479 1.38195 3.04341 2.84797
30 2.95 0.603625 5.24393 0.973959 1.73873 1.67501 3.46027
31 3.05 0.647242 5.75029 1.4036 2.28825 0.893269 3.80934
32 3.15 0.729167 6.35877 1.64395 2.9748 0.587993 4.05445
33 3.25 0.819181 7.08641 1.60614 3.68882 0.53895 4.29359
34 3.35 0.913257 7.94828 1.46945 4.38281 0.563312 4.55918
35 3.45 1.02433 8.97359 1.29899 5.03351 0.612927 4.8657
36 3.55 1.11075 10.1507 1.15978 5.64869 0.690714 5.23148
37 3.65 1.17893 11.4713 1.06487 6.24573 0.765726 5.66008
38 3.75 1.19943 12.8897 1.01537 6.84669 0.853447 6.16426
39 3.85 1.19355 14.3773 0.992568 7.46587 0.925884 6.74078
40 3.95 1.15099 15.8874 1.00189 8.12371 1.0145 7.40562
41 4.05 1.10415 17.4102 1.00827 8.81972 1.1015 8.16453
42 4.15 1.07973 18.9738 1.00852 9.55071 1.18308 9.02035
43 4.25 1.06354 20.5891 1.0176 10.3242 1.22591 9.95043
44 4.35 1.05788 22.2722 1.02226 11.1383 1.26334 10.9545
45 4.45 1.06263 24.0416 1.01482 11.984 1.27779 12.0171
46 4.55 1.05731 25.8821 1.02031 12.8729 1.2668 13.1185
47 4.65 1.05047 27.7921 1.01303 13.7947 1.22918 14.2348
48 4.75 1.04316 29.7712 1.01414 14.7576 1.18672 15.3592
49 4.85 1.03037 31.8091 1.01618 15.7635 1.13126 16.4768
50 4.95 1.00907 33.8881 1.03194 16.8275 1.06145 17.569
51 5.05 0.990074 36.0111 1.02776 17.9305 1.01335 18.6543
52 5.15 0.979712 38.1959 1.03076 19.081 0.96278 19.7268
53 5.25 0.96903 40.4417 1.02755 20.2728 0.921534 20.7936
54 5.35 0.97125 42.779 1.01562 21.496 0.873923 21.8441
55 5.45 0.967506 45.1954 1.00105 22.7473 0.858099 22.9146
56 5.55 0.970269 47.7084 0.98777 24.0278 0.826831 23.9844
57 5.65 0.966976 50.3039 0.975119 25.3377 0.826651 25.0928
58 5.75 0.97378 53.0111 0.961373 26.6754 0.833307 26.2501
59 5.85 0.976895 55.8222 0.943487 28.0342 0.86113 27.4879
60 5.95 0.979699 58.7385 0.939205 29.4335 0.881638 28.7989
61 6.05 0.979484 61.7531 0.935714 30.8748 0.913749 30.2038
62 6.15 0.976247 64.8579 0.938203 32.3682 0.957363 31.7248
63 6.25 0.98199 68.0835 0.93807 33.9103 0.987686 33.3452
64 6.35 0.976583 71.3945 0.949647 35.5218 1.01234 35.0597
65 6.45 0.982736 74.8323 0.963357 37.2085 1.04426 36.8845
66 6.55 0.982588 78.3771 0.97015 38.9601 1.05967 38.794
67 6.65 0.986125 82.0438 0.984118 40.7916 1.07344 40.7878
68 6.75 0.998664 85.8699 0.997512 42.7044 1.08222 42.8589
69 6.85 0.996607 89.8019 1.01059 44.6999 1.07685 44.9813
70 6.95 0.997239 93.8521 1.02042 46.7741 1.07258 47.1572
71 7.05 1.00694 98.0606 1.02873 48.926 1.05093 49.3511
72 7.15 1.00875 102.397 1.0319 51.146 1.03729 51.5783
73 7.25 1.00979 106.86 1.04188 53.4506 1.02765 53.847
74 7.35 1.01214 111.457 1.03788 55.8101 1.01231 56.1438
75 7.45 1.01544 116.196 1.03099 58.2181 1.0007 58.4767
76 7.55 1.01806 121.075 1.03343 60.6972 0.987127 60.84
77 7.65 1.01609 126.075 1.0259 63.2238 0.989939 63.2733
78 7.75 1.0152 131.202 1.01679 65.7937 0.981102 65.7482
79 7.85 1.01493 136.461 1.01493 68.4257 0.981562 68.2885
80 7.95 1.01708 141.866 1.00505 71.0989 0.988383 70.9121
81 8.05 1.01408 147.391 1.00083 73.8281 0.998455 73.6296
82 8.15 1.01356 153.052 0.997012 76.6149 0.996373 76.4092
83 8.25 1.00962 158.83 0.991386 79.4544 0.996948 79.2591
84 8.35 1.00464 164.72 0.990505 82.3606 1.00689 82.2075
85 8.45 1.00235 170.738 0.991445 85.3396 1.00626 85.225
86 8.55 1.00033 176.886 0.991697 88.3904 1.00562 88.3127
87 8.65 0.998406 183.168 0.990669 91.5097 1.01141 91.4912
88 8.75 0.996285 189.581 0.991655 94.7048 1.00929 94.7368
89 8.85 0.993072 196.121 0.997666 97.9931 1.0104 98.0603
90 8.95 0.994881 202.822 0.995214 101.348 1.00128 101.429
91 9.05 0.994544 209.671 0.993156 104.771 1.01078 104.906
92 9.15 0.993569 216.666 0.995326 108.278 1.00378 108.436
93 9.25 0.993329 223.812 0.999106 111.876 1.00106 112.033
94 9.35 0.995991 231.134 0.996687 115.542 0.990649 115.671
95 9.45 0.995301 238.607 0.998646 119.295 0.994015 119.4
96 9.55 0.998969 246.268 0.998139 123.126 0.987811 123.184
97 9.65 0.993265 254.045 0.999803 127.045 0.986296 127.041
98 9.75 0.99606 262.007 1.00041 131.047 0.991991 131.002
99 9.85 0.997388 270.143 0.999035 135.126 0.989506 135.034
100 9.95 1.00202 278.485 0.997515 139.282 0.989404 139.148
1300000 100
1 0.05 0 0 0 0 0 0
2 0.15 0 0 0 0 0 0
3 0.25 0 0 0 0 0 0
4 0.35 0 0 0 0 0 0
5 0.45 0 0 0 0 0 0
6 0.55 0 0 0 0 0 0
7 0.65 0 0 0 0 0 0
8 0.75 0 0 0 0 0 0
9 0.85 0 0 0 0 0 0
10 0.95 0 0 0 0 0 0
11 1.05 0 0 0 0 0 0
12 1.15 0 0 0 0 0 0
13 1.25 0 0 0 0 0 0
14 1.35 0 0 0 0 0 0
15 1.45 0 0 0 0 0 0
16 1.55 0.00057792 0.000117187 0.0143509 0.00144531 0 0
17 1.65 0.00495314 0.00125 0.386084 0.0455566 0 0
18 1.75 0.0367906 0.0107031 1.49574 0.237773 0 0
19 1.85 0.157321 0.0558594 1.89453 0.509814 0 0
20 1.95 0.399026 0.183086 1.31637 0.719844 0 0
21 2.05 0.762752 0.451855 0.689113 0.841348 0 0
22 2.15 1.13591 0.892051 0.339051 0.90708 0 0
23 2.25 1.37838 1.47699 0.178366 0.944971 0 0
24 2.35 1.42845 2.13826 0.111989 0.970918 0 0
25 2.45 1.33557 2.81025 0.0923325 0.99417 0.00155224 0.000390625
26 2.55 1.10247 3.41117 0.111755 1.02467 0.222052 0.0608594
27 2.65 0.866894 3.92146 0.181943 1.07829 1.91783 0.624805
28 2.75 0.6892 4.35836 0.330221 1.18309 3.69537 1.79496
29 2.85 0.604557 4.77006 0.585967 1.38278 3.03726 2.82793
30 2.95 0.5958 5.20471 0.981127 1.74106 1.68274 3.44105
31 3.05 0.659404 5.719 1.38389 2.28124 0.913296 3.79676
32 3.15 0.728103 6.32469 1.62775 2.95883 0.607152 4.04902
33 3.25 0.833894 7.06305 1.61358 3.67389 0.537804 4.28695
34 3.35 0.929492 7.93756 1.47383 4.36781 0.561423 4.55082
35 3.45 1.03658 8.97182 1.30369 5.01881 0.627761 4.86379
36 3.55 1.11767 10.1526 1.16977 5.63729 0.696177 5.23125
37 3.65 1.18646 11.4777 1.08142 6.24175 0.780957 5.66699
38 3.75 1.21632 12.9115 1.03002 6.84942 0.86486 6.17629
39 3.85 1.19748 14.3993 1.00374 7.47361 0.944401 6.76258
40 3.95 1.15324 15.9075 1.00555 8.13181 1.00758 7.42086
41 4.05 1.11599 17.4419 1.0143 8.82977 1.09282 8.17148
42 4.15 1.07707 18.9968 1.01968 9.56648 1.1704 9.01547
43 4.25 1.06056 20.6025 1.01722 10.3373 1.22717 9.94352
44 4.35 1.0517 22.2706 1.01649 11.1443 1.26702 10.9473
45 4.45 1.05394 24.0199 1.00549 11.9796 1.26541 11.9964
46 4.55 1.0517 25.8448 1.0057 12.853 1.27154 13.0985
47 4.65 1.04801 27.7443 1.00798 13.7673 1.23163 14.2134
48 4.75 1.03359 29.6989 1.00787 14.7213 1.18468 15.3324
49 4.85 1.02322 31.7162 1.01482 15.7226 1.12576 16.4409
50 4.95 1.00699 33.7844 1.01683 16.7678 1.06229 17.5305
51 5.05 0.98313 35.886 1.02399 17.8633 1.01229 18.6112
52 5.15 0.970094 38.0426 1.0283 19.0073 0.949286 19.6653
53 5.25 0.967113 40.2768 1.02236 20.1894 0.912816 20.7187
54 5.35 0.959441 42.5786 1.0143 21.4072 0.870018 21.7614
55 5.45 0.968159 44.989 1.0041 22.6583 0.846811 22.8144
56 5.55 0.966038 47.4831 0.984856 23.9309 0.829585 23.8843
57 5.65 0.974664 50.0911 0.974993 25.2365 0.817774 24.9773
58 5.75 0.974167 52.7908 0.958594 26.5661 0.825524 26.1202
59 5.85 0.979062 55.5991 0.94448 27.9221 0.84695 27.3337
60 5.95 0.978805 58.5037 0.939251 29.3171 0.887943 28.65
61 6.05 0.983132 61.5199 0.933488 30.7505 0.917116 30.0557
62 6.15 0.981029 64.63 0.934656 32.2335 0.952671 31.5645
63 6.25 0.982251 67.8461 0.939302 33.7729 0.997064 33.1952
64 6.35 0.98112 71.1624 0.951917 35.3832 1.02532 34.9263
65 6.45 0.981402 74.5846 0.961283 37.0609 1.04623 36.7488
66 6.55 0.984 78.1231 0.977661 38.8206 1.0644 38.6609
67 6.65 0.988894 81.7887 0.988226 40.654 1.07521 40.6518
68 6.75 0.994253 85.5858 0.998856 42.5632 1.0846 42.7209
69 6.85 0.998828 89.5144 1.01383 44.559 1.08484 44.8521
70 6.95 1.0024 93.5729 1.02036 46.6266 1.08495 47.0463
71 7.05 1.00546 97.7619 1.03047 48.7753 1.06256 49.2574
72 7.15 1.00825 102.082 1.0402 51.0061 1.04599 51.4961
