# Time-averaged data for fix noavgmsd
# TimeStep c_h2oMSD[1] c_h2oMSD[2] c_h2oMSD[3] c_h2oMSD[4]
621000 54.8546 45.713 48.8307 149.398
622000 54.6291 45.7023 47.8765 148.208
623000 54.9673 45.65 48.8273 149.445
624000 54.6294 46.273 48.8992 149.802
625000 54.2611 45.8902 48.7098 148.861
626000 54.4264 45.9179 48.8918 149.236
627000 54.1292 45.873 47.9092 147.911
628000 54.6617 45.9973 48.0452 148.704
629000 53.9015 46.0242 48.0523 147.978
630000 54.4022 46.4542 48.6424 149.499
631000 54.4537 45.9543 48.4891 148.897
632000 53.847 46.5523 48.8082 149.208
633000 54.5299 47.4498 48.8347 150.814
634000 54.486 47.3238 48.9142 150.724
635000 55.4209 47.4616 49.5554 152.438
636000 55.3172 46.9862 49.2186 151.522
637000 55.3657 47.0826 49.5513 152
638000 55.2791 47.4445 49.6655 152.389
639000 55.7621 46.8671 49.2702 151.899
640000 55.2144 47.3466 48.9966 151.558
641000 55.2747 47.3621 49.9135 152.55
642000 56.4118 48.303 49.6983 154.413
643000 56.359 48.4619 49.6098 154.431
644000 56.3322 48.1038 49.1302 153.566
645000 55.7928 49.2456 50.1191 155.157
646000 56.4102 48.9778 50.0851 155.473
647000 56.426 49.7954 50.64 156.861
648000 56.3056 49.1164 50.173 155.595
649000 56.5102 49.7794 50.7073 156.997
650000 56.6797 50.0014 50.384 157.065
651000 56.4902 49.5229 50.2707 156.284
652000 56.0581 49.2748 49.9865 155.319
653000 56.6593 48.9157 49.9715 155.546
654000 57.1732 49.224 49.7625 156.16
655000 56.9161 49.1349 50.24 156.291
656000 56.4191 49.1182 49.8842 155.422
657000 56.9324 49.2333 50.1045 156.27
658000 56.1585 49.1834 49.6564 154.998
659000 56.8243 49.0266 49.6894 155.54
660000 57.1927 49.9574 49.0089 156.159
661000 57.038 50.278 50.2245 157.54
662000 58.1853 49.9275 50.4591 158.572
663000 57.4646 50.1598 49.8343 157.459
664000 57.2064 50.062 49.826 157.094
665000 58.2005 50.677 50.6557 159.533
666000 57.6825 50.8306 50.764 159.277
667000 58.3991 50.8353 50.149 159.383
668000 57.8429 50.7975 50.1668 158.807
669000 58.0957 50.7862 50.3353 159.217
670000 58.6736 50.3187 49.7946 158.787
671000 58.3077 50.5017 50.2907 159.1
672000 57.5716 51.0419 50.6795 159.293
673000 58.7462 51.8044 51.1294 161.68
674000 57.4614 51.6064 51.551 160.619
675000 57.8676 51.5353 52.1957 161.599
676000 57.9835 51.8418 52.1635 161.989
677000 56.7589 51.7627 52.0874 160.609
678000 57.2547 52.2969 51.634 161.186
679000 57.1154 52.1954 52.1431 161.454
680000 57.4019 52.3162 51.4785 161.197
681000 57.7185 52.0296 51.4311 161.179
682000 58.0092 52.1434 51.7859 161.939
683000 57.6692 51.3822 52.031 161.082
684000 57.8014 52.1727 52.415 162.389
685000 57.6776 52.1022 52.5063 162.286
686000 57.8706 52.3324 53.229 163.432
687000 58.456 53.0548 53.409 164.92
688000 58.8926 53.7065 53.5241 166.123
689000 59.2658 54.0212 53.6527 166.94
690000 58.8679 54.1764 53.2914 166.336
691000 59.887 53.8724 54.337 168.096
692000 58.9583 53.3644 53.1192 165.442
693000 59.6537 53.9194 54.0906 167.664
694000 59.6216 54.2696 54.8053 168.697
695000 59.3143 53.2399 54.5499 167.104
696000 58.9484 53.7937 54.0955 166.838
697000 58.8818 53.6845 54.9082 167.474
698000 58.9925 53.8551 54.1577 167.005
699000 59.4761 54.2777 54.924 168.678
700000 60.1116 54.737 55.7394 170.588
701000 60.0886 55.1458 55.7051 170.94
702000 59.7502 55.2618 55.5705 170.582
703000 61.3735 56.1006 55.464 172.938
704000 60.2872 55.526 54.9457 170.759
705000 61.1947 56.3027 55.5231 173.02
706000 61.1961 55.949 55.9289 173.074
707000 61.5377 56.1279 56.1047 173.77
708000 61.1365 55.3157 55.5505 172.003
709000 60.9257 56.5315 56.0855 173.543
710000 61.8925 55.7782 56.2108 173.882
711000 62.0017 55.5665 56.5735 174.142
712000 61.6596 55.7125 55.7761 173.148
713000 61.4249 54.9772 55.0506 171.453
714000 61.6394 55.6664 55.4411 172.747
715000 61.7269 55.5552 56.0376 173.32
716000 61.9153 56.0697 55.8756 173.861
717000 62.0919 55.9859 55.9813 174.059
718000 61.7432 55.5515 55.7714 173.066
719000 61.5973 55.853 55.2361 172.686
720000 61.8832 55.5419 55.8901 173.315
721000 61.5532 55.7654 55.4927 172.811
722000 61.9207 55.639 55.2773 172.837
723000 61.2544 55.0405 55.1411 171.436
724000 61.0867 54.8333 54.7444 170.664
725000 61.5183 55.0279 54.2537 170.8
726000 60.8065 55.3617 53.7775 169.946
727000 61.8475 55.8848 53.5566 171.289
728000 61.7021 55.9998 53.8647 171.567
729000 61.4428 55.6075 53.7041 170.754
730000 61.9417 56.3906 54.7325 173.065
731000 61.9213 56.6544 54.6599 173.236
732000 61.8322 56.1204 54.4913 172.444
733000 61.6063 55.9854 54.4326 172.024
734000 61.6122 56.4377 54.9809 173.031
735000 61.4844 55.8504 54.3594 171.694
736000 61.533 56.6615 55.3639 173.558
737000 61.3033 55.7535 55.7115 172.768
738000 61.1968 55.8787 54.6895 171.765
739000 61.2557 55.7087 54.8226 171.787
740000 61.6835 56.4121 55.8266 173.922
741000 61.2023 55.7172 55.4279 172.347
742000 61.2741 55.5571 55.8257 172.657
743000 62.5595 55.7964 56.3064 174.662
744000 61.921 56.0576 56.0173 173.996
745000 62.2604 56.5925 55.6995 174.552
746000 61.4545 56.263 56.5515 174.269
747000 61.1637 55.3004 56.1811 172.645
748000 61.6476 55.955 57.0743 174.677
749000 61.4372 55.8151 56.4185 173.671
750000 60.9877 56.087 56.5852 173.66
751000 61.9008 56.427 57.2592 175.587
752000 61.8414 56.549 56.4095 174.8
753000 61.879 55.9818 56.6056 174.466
754000 62.3693 56.796 56.8955 176.061
755000 62.3226 56.824 56.9489 176.095
756000 61.4747 55.9209 56.6139 174.009
757000 61.4468 56.5331 56.763 174.743
758000 61.5841 55.7937 57.0015 174.379
759000 60.0864 55.6287 56.4852 172.2
760000 61.3126 57.0504 56.8652 175.228
761000 61.6314 57.3229 57.1796 176.134
762000 61.7068 56.6015 57.3347 175.643
763000 61.4256 56.5475 57.3098 175.283
764000 61.2088 56.7129 57.9992 175.921
765000 61.1767 55.9499 57.5617 174.688
766000 61.6742 57.068 57.91 176.652
767000 60.7784 56.869 57.5441 175.192
768000 61.6419 57.374 58.2029 177.219
769000 61.5496 57.1325 58.0179 176.7
770000 61.6513 57.1715 57.8859 176.709
771000 61.9654 57.4225 58.2364 177.624
772000 61.4471 57.3577 57.6128 176.418
773000 61.1938 57.9092 58.0068 177.11
774000 61.4149 58.2523 57.6796 177.347
775000 60.9482 57.6392 57.7314 176.319
776000 61.2841 58.2955 57.9248 177.504
777000 60.8119 57.6234 57.455 175.89
778000 61.4433 57.8265 58.2733 177.543
779000 61.123 57.5577 57.7595 176.44
780000 61.259 57.9743 58.1371 177.37
781000 61.0799 57.3256 57.514 175.92
782000 60.7873 57.8462 57.8359 176.469
783000 62.1801 57.9224 58.1955 178.298
784000 61.7161 57.6611 58.7866 178.164
785000 62.2137 58.2887 58.6064 179.109
786000 62.6413 58.1877 57.8269 178.656
787000 61.7474 58.1887 57.8764 177.812
788000 62.2332 58.5098 57.9382 178.681
789000 62.4812 58.1113 57.8045 178.397
790000 62.8769 58.3285 57.9507 179.156
791000 62.9254 58.7836 58.0353 179.744
792000 63.7697 57.9728 58.9012 180.644
793000 63.4877 57.8245 59.1116 180.424
794000 64.8322 58.5278 59.5546 182.915
795000 64.6168 58.1244 58.9201 181.661
796000 64.0991 58.1522 58.773 181.024
797000 64.6259 57.7956 57.9197 180.341
798000 64.3021 58.3523 58.5787 181.233
799000 64.8111 57.6686 57.7065 180.186
800000 66.0246 59.1669 59.2538 184.445
801000 65.9407 58.9811 58.6672 183.589
802000 65.2721 58.9022 58.4565 182.631
803000 65.0971 58.7921 57.8094 181.699
804000 64.8971 59.3782 58.4059 182.681
805000 66.0639 59.2549 58.2251 183.544
806000 65.1152 59.9211 58.4682 183.504
807000 66.1454 59.7012 58.8533 184.7
808000 66.661 60.0579 58.6817 185.401
809000 66.5818 60.2938 58.6717 185.547
810000 67.2285 60.3449 59.3685 186.942
811000 66.3422 59.8574 59.8191 186.019
812000 66.5307 59.7126 60.4067 186.65
813000 66.06 59.8268 59.6956 185.582
814000 66.3771 60.0346 60.0382 186.45
815000 66.4607 60.4554 60.4387 187.355
816000 67.7843 61.2766 61.3761 190.437
817000 66.9128 60.7013 60.6581 188.272
818000 67.1167 60.7727 60.2437 188.133
819000 67.0533 60.7637 60.6041 188.421
820000 67.4714 59.6839 59.5977 186.753
821000 66.1842 59.6615 59.7163 185.562
822000 67.1825 60.8831 60.6014 188.667
823000 66.1183 60.9473 59.7614 186.827
824000 65.8324 61.1973 59.9391 186.969
825000 66.0293 61.9344 59.7422 187.706
826000 66.6939 61.7609 60.0754 188.53
827000 67.0888 62.1864 60.9203 190.195
828000 67.6996 62.6443 61.2892 191.633
829000 66.6835 62.3794 60.7656 189.828
830000 66.7487 61.5312 60.4989 188.779
831000 66.7356 61.6601 60.2509 188.647
832000 67.7137 62.7552 60.559 191.028
833000 67.126 62.2182 60.8434 190.188
834000 67.628 62.25 60.6776 190.556
835000 67.6199 62.2815 61.2298 191.131
836000 67.3606 62.5756 60.9887 190.925
837000 67.7469 62.016 61.0598 190.823
838000 67.6878 62.3211 61.8107 191.82
839000 69.0894 62.3355 61.9373 193.362
840000 67.8327 62.1486 61.3895 191.371
841000 68.2895 62.6374 61.803 192.73
842000 67.8809 62.9771 61.7515 192.609
843000 67.5919 63.0649 61.733 192.39
844000 67.6949 62.9317 61.3555 191.982
845000 68.2598 63.9453 62.1393 194.344
846000 68.0843 63.1088 61.2609 192.454
847000 68.4383 63.0371 60.6897 192.165
848000 69.6226 64.0208 61.5118 195.155
849000 70.213 64.6874 61.2745 196.175
850000 69.5721 64.5985 61.2109 195.382
851000 70.2166 63.6165 61.0237 194.857
852000 70.7875 64.1788 61.5241 196.49
853000 70.6042 63.8654 60.376 194.846
854000 71.2497 64.6559 60.9663 196.872
855000 72.0147 65.2081 61.5634 198.786
856000 72.0269 64.6652 61.6898 198.382
857000 72.2737 64.6698 61.5068 198.45
858000 72.6985 65.4222 61.7149 199.836
859000 73.5597 65.0366 61.8144 200.411
860000 73.6975 65.5413 61.6742 200.913
861000 73.6722 65.3155 61.5173 200.505
862000 72.9613 64.8013 61.1271 198.89
863000 73.7381 66.0305 61.9996 201.768
864000 73.8714 66.5416 61.9572 202.37
865000 73.4742 66.197 61.9738 201.645
866000 73.6613 66.2273 62.6187 202.507
867000 73.0858 66.1062 62.4285 201.621
868000 73.3293 67.1636 63.0383 203.531
869000 72.9456 66.3873 63.4939 202.827
870000 73.9197 66.4558 63.1664 203.542
871000 73.3713 66.637 63.2705 203.279
872000 74.5795 66.8316 64.1169 205.528
873000 73.5497 67.0014 63.9946 204.546
874000 72.9595 66.6467 63.3915 202.998
875000 73.7705 66.941 63.6616 204.373
876000 75.1303 68.0557 64.3603 207.546
877000 75.0047 67.474 63.6994 206.178
878000 75.024 67.472 63.8241 206.32
879000 76.3747 68.4527 64.286 209.113
880000 77.2224 68.9973 65.5005 211.72
881000 76.3925 68.4045 64.561 209.358
882000 77.6402 68.9147 65.3187 211.874
883000 77.5039 68.6599 65.2788 211.443
884000 78.3767 69.037 65.439 212.853
885000 78.9912 69.6541 66.2611 214.906
886000 78.2028 69.6585 66.0461 213.907
887000 78.5293 69.5329 66.8261 214.888
888000 78.6733 70.0783 66.5128 215.264
889000 79.7345 69.8238 66.5229 216.081
890000 79.7946 69.188 66.2403 215.223
891000 79.2642 69.7094 66.2606 215.234
892000 80.8084 70.1561 66.6624 217.627
893000 80.3939 69.9325 66.9043 217.231
894000 79.6041 68.7921 66.2125 214.609
895000 80.215 68.4264 66.4915 215.133
896000 79.248 68.6942 66.4957 214.438
897000 80.5499 68.7907 66.4807 215.821
898000 79.5489 68.9219 66.1938 214.665
899000 80.5946 69.299 66.4247 216.318
900000 79.9915 68.3557 66.1433 214.491
901000 80.8889 69.4433 67.4608 217.793
902000 80.6197 68.6693 67.0093 216.298
903000 80.9552 69.4185 67.4328 217.806
904000 79.2151 69.1759 66.7344 215.125
905000 81.0217 69.9011 67.3097 218.232
906000 80.8314 70.1859 68.193 219.21
907000 80.2218 69.9415 67.1528 217.316
908000 80.375 70.8004 68.2173 219.393
909000 81.8231 70.9097 68.1991 220.932
910000 81.7788 70.0965 67.4855 219.361
911000 81.2811 70.6892 67.7691 219.739
912000 81.5779 70.7077 68.0763 220.362
913000 82.1741 70.9221 68.4759 221.572
914000 81.5833 70.6116 67.9231 220.118
915000 81.765 70.7546 67.9022 220.422
916000 81.4202 70.4437 67.679 219.543
917000 81.8582 71.091 66.9241 219.873
918000 82.4102 71.076 66.8214 220.308
919000 82.0898 70.7134 67.271 220.074
920000 81.3602 71.2427 66.8067 219.41
921000 81.0952 71.7576 66.247 219.1
922000 80.8752 71.3199 66.7348 218.93
923000 81.7915 71.6371 67.41 220.839
924000 81.8914 72.4462 67.8344 222.172
925000 81.9034 71.9793 66.9405 220.823
926000 81.6507 71.9552 67.6753 221.281
927000 81.6591 71.8012 66.9136 220.374
928000 82.1163 72.1544 68.2043 222.475
929000 80.9371 71.9873 68.3049 221.229
930000 81.0559 72.5571 68.3803 221.993
931000 82.0358 73.205 68.3374 223.578
932000 82.5515 72.5627 69.1608 224.275
933000 83.028 72.8878 69.1593 225.075
934000 82.3287 72.5277 68.4948 223.351
935000 83.3074 71.9699 68.5578 223.835
936000 83.0663 72.5545 68.792 224.413
937000 81.9321 72.1461 69.1011 223.179
938000 82.9249 71.8607 68.924 223.71
939000 82.4437 72.0107 68.4372 222.892
940000 82.4613 72.1298 68.6284 223.219
941000 83.6861 73.1503 69.3539 226.19
942000 84.1837 71.9618 68.1531 224.298
943000 83.889 72.2665 67.7275 223.883
944000 83.9797 72.5897 68.1308 224.7
945000 83.4543 72.0831 67.9547 223.492
946000 83.5523 72.1358 67.8937 223.582
947000 84.6295 72.7609 68.3305 225.721
948000 84.9224 72.6368 68.0088 225.568
949000 85.7596 72.3128 68.1432 226.216
950000 84.2262 70.7447 67.5299 222.501
951000 85.0471 71.7716 68.0354 224.854
952000 85.5052 71.5903 66.9829 224.078
953000 85.0009 70.9514 67.4888 223.441
954000 85.9954 72.1851 68.2665 226.447
955000 86.5214 72.1567 68.3449 227.023
956000 86.4014 70.8984 68.1531 225.453
957000 85.71 71.473 69.3886 226.572
958000 86.4053 71.3633 69.7401 227.509
959000 86.2645 70.5641 69.7946 226.623
960000 86.9372 70.3791 69.4935 226.81
961000 86.771 71.405 69.2085 227.385
962000 87.4102 70.9205 69.4385 227.769
963000 87.1377 71.2036 68.9684 227.31
964000 87.3599 71.1676 68.7112 227.239
965000 87.0111 70.8556 69.1552 227.022
966000 88.1064 71.2674 69.2422 228.616
967000 88.311 72.0782 69.5626 229.952
968000 88.3402 72.2562 70.4295 231.026
969000 89.067 72.2217 70.7972 232.086
970000 89.0475 71.9493 69.9609 230.958
971000 89.5081 72.1915 70.644 232.344
972000 88.8735 72.2647 69.9902 231.128
973000 88.6882 72.4607 69.6744 230.823
974000 89.0996 72.182 69.6383 230.92
975000 90.4352 72.4721 69.5195 232.427
976000 89.3954 72.8056 70.0915 232.293
977000 90.0116 72.2732 69.5259 231.811
978000 90.5807 73.8454 70.5195 234.946
979000 90.8538 74.4962 71.0525 236.403
980000 90.4517 73.6635 71.0888 235.204
981000 89.9436 74.6587 71.5817 236.184
982000 90.9472 74.031 70.8707 235.849
983000 91.2887 74.3334 71.9856 237.608
984000 90.4586 73.0092 72.2493 235.717
985000 90.9027 73.6462 72.117 236.666
986000 92.4714 73.0539 72.1067 237.632
987000 92.1632 74.1607 71.7868 238.111
988000 92.9796 74.7742 72.4787 240.232
989000 92.0612 73.8821 71.85 237.793
990000 91.7655 73.7165 71.7987 237.281
991000 92.6289 73.7573 71.7921 238.178
992000 92.1801 73.6357 72.5401 238.356
993000 91.8995 73.1438 72.0007 237.044
994000 92.7021 73.7783 72.3249 238.805
995000 91.5741 73.1535 70.925 235.653
996000 92.4931 73.2838 71.2595 237.036
997000 92.5237 73.0801 70.4994 236.103
998000 91.6324 73.5818 71.2435 236.458
999000 92.3606 74.249 71.5224 238.132
1000000 92.7561 74.0097 70.8357 237.601
1001000 92.1522 73.4834 70.8023 236.438
1002000 93.2771 74.9548 71.4953 239.727
1003000 94.01 75.5229 72.7369 242.27
1004000 94.8431 75.5289 73.2315 243.603
1005000 93.8748 74.2133 72.4458 240.534
1006000 93.977 75.2816 72.8594 242.118
1007000 94.1366 74.3914 72.636 241.164
1008000 93.6254 74.0719 71.6602 239.357
1009000 95.4747 74.8484 72.3794 242.703
1010000 93.8782 74.9558 71.8876 240.722
1011000 93.8951 75.1748 72.428 241.498
1012000 95.7686 75.7641 73.1088 244.641
1013000 94.5534 75.161 72.8044 242.519
1014000 94.4084 74.6047 73.1081 242.121
1015000 96.0275 75.4773 73.5345 245.039
1016000 95.5092 76.9412 74.4254 246.876
1017000 95.3178 75.6837 74.0217 245.023
1018000 97.115 76.1809 74.7844 248.08
1019000 97.3576 75.9849 74.7647 248.107
1020000 97.6385 76.1419 75.7089 249.489
1021000 98.9817 77.2365 75.8052 252.023
1022000 98.4623 77.0974 75.7467 251.306
1023000 99.0495 76.5415 75.316 250.907
1024000 99.4953 77.4186 75.9933 252.907
1025000 99.4277 76.6413 75.4508 251.52
1026000 99.6755 76.6177 75.5408 251.834
1027000 98.5928 76.476 74.545 249.614
1028000 98.0299 76.2081 75.1529 249.391
1029000 99.659 77.0104 75.3435 252.013
1030000 100.491 76.605 75.0115 252.107
1031000 100.872 76.532 75.4868 252.891
1032000 100.918 76.4376 75.3437 252.7
1033000 100.55 76.168 75.642 252.36
1034000 100.39 76.3183 74.9225 251.63
1035000 100.746 75.768 75.5306 252.044
1036000 100.587 76.1655 75.2021 251.955
1037000 101.725 76.902 75.4436 254.071
1038000 102.202 77.1447 75.323 254.669
1039000 99.9025 76.725 75.1664 251.794
1040000 102.559 77.1798 75.7346 255.474
1041000 101.858 77.2461 75.6811 254.785
1042000 102.346 78.2436 75.1869 255.777
1043000 104.303 78.8357 75.7675 258.906
1044000 101.631 78.4614 74.8149 254.907
1045000 101.214 78.0748 74.4323 253.721
1046000 102.073 78.1394 74.8041 255.016
1047000 100.869 78.6199 75.821 255.31
1048000 101.847 78.6209 75.5821 256.05
1049000 102.366 79.1207 75.4679 256.954
1050000 103.095 80.0114 76.5995 259.706
1051000 102.512 80.6053 75.8982 259.015
1052000 101.474 79.8601 76.367 257.701
1053000 102.569 80.3722 76.054 258.995
1054000 103.938 80.748 77.0629 261.749
1055000 102.93 79.9227 76.0134 258.866
1056000 103.209 80.2341 76.9504 260.393
1057000 100.876 79.5328 75.4605 255.869
1058000 101.029 79.1725 76.2727 256.475
1059000 102.219 79.614 77.1979 259.031
1060000 101.998 79.5333 77.4581 258.989
1061000 102.236 79.6748 78.7762 260.687
1062000 101.911 79.6551 77.4228 258.989
1063000 102.926 81.105 78.1308 262.162
1064000 102.696 80.5687 78.0405 261.305
1065000 102.107 80.0405 77.5859 259.734
1066000 102.236 80.8452 77.5645 260.646
1067000 102.212 80.6057 77.5528 260.371
1068000 102.151 80.6611 78.6475 261.46
1069000 101.162 80.3856 77.8359 259.384
1070000 101.447 80.879 77.3462 259.673
1071000 100.616 80.2808 77.4195 258.316
1072000 100.721 81.1188 77.2285 259.069
1073000 103.023 81.7965 77.8668 262.686
1074000 101.726 81.6858 78.2344 261.646
1075000 102.007 81.0876 78.2415 261.336
1076000 103.034 81.2053 79.281 263.521
1077000 102.893 81.5577 78.8937 263.344
1078000 102.548 80.7617 79.4198 262.73
1079000 102.229 80.6912 79.3603 262.281
1080000 101.94 80.6267 79.6499 262.217
1081000 101.724 81.7307 79.638 263.093
1082000 102.099 81.8817 80.4074 264.388
1083000 103.429 83.3685 81.2731 268.071
1084000 103.318 82.7284 80.638 266.685
1085000 103.141 81.9606 80.4248 265.527
1086000 103.494 82.5651 80.2273 266.286
1087000 102.702 82.011 80.1996 264.913
1088000 102.802 82.0933 80.2878 265.183
1089000 101.844 81.3711 80.1286 263.344
1090000 101.694 82.2088 79.6503 263.553
1091000 102.156 81.822 79.5614 263.539
1092000 102.248 81.6812 79.8895 263.819
1093000 102.176 81.7438 79.4755 263.396
1094000 102.543 82.1063 80.4532 265.103
1095000 103.36 82.0432 80.7809 266.184
1096000 103.685 82.2097 80.5362 266.431
1097000 103.281 82.202 80.391 265.874
1098000 103.58 82.4775 80.6711 266.728
1099000 103.317 82.3013 81.4892 267.108
1100000 102.687 81.2176 80.7486 264.653
1101000 103.487 82.3428 81.8733 267.703
1102000 103.198 82.2354 81.9033 267.337
1103000 102.045 81.4519 81.902 265.398
1104000 102.822 81.9899 82.779 267.591
1105000 103.657 82.7772 82.6331 269.068
1106000 103.017 82.2143 81.0775 266.309
1107000 102.859 82.2602 81.5371 266.656
1108000 104.495 82.6737 83.0738 270.242
1109000 103.117 83.1153 82.1943 268.427
1110000 104.021 83.1486 82.2507 269.42
1111000 103.201 83.9057 82.9514 270.058
1112000 104.3 83.965 83.211 271.475
1113000 103.807 83.9566 82.9872 270.751
1114000 104.351 85.1491 84.402 273.902
1115000 103.301 84.5342 84.3094 272.144
1116000 103.462 84.9629 84.3001 272.725
1117000 104.06 86.3162 83.7077 274.084
1118000 104.339 86.1322 84.5214 274.992
1119000 103.703 85.7477 83.98 273.43
1120000 104.538 85.9393 83.4466 273.924
1121000 104.49 85.7855 84.8507 275.126
1122000 104.278 86.649 84.6969 275.624
1123000 104.005 86.2246 84.658 274.887
1124000 103.227 84.8417 83.5171 271.585
1125000 104.272 86.1741 84.1574 274.604
1126000 103.766 85.4917 84.7127 273.97
1127000 104.592 86.8992 85.2421 276.733
1128000 103.397 86.5601 84.877 274.835
1129000 103.953 86.4767 85.3536 275.783
1130000 103.83 86.4982 85.8414 276.17
1131000 104.319 86.4336 85.4792 276.232
1132000 104.028 86.7335 85.8741 276.636
1133000 104.214 86.4247 85.2325 275.871
1134000 103.782 86.7871 85.0704 275.64
1135000 103.794 86.8821 84.6303 275.306
1136000 104.341 87.1816 85.1863 276.708
1137000 105.461 87.0535 86.0561 278.571
1138000 104.523 87.7301 85.5756 277.829
1139000 106.463 87.54 86.0605 280.064
1140000 104.702 86.9924 84.8172 276.512
1141000 105.43 87.3495 85.1091 277.889
1142000 104.688 86.637 84.8088 276.134
1143000 106.002 88.1568 86.3097 280.468
1144000 105.907 87.4449 84.299 277.651
1145000 106.377 88.1371 85.2497 279.763
1146000 107.812 88.1201 85.707 281.639
1147000 106.508 88.0579 84.6742 279.24
1148000 107.441 88.0782 84.7557 280.275
1149000 105.848 87.8304 84.4625 278.14
1150000 106.505 87.7311 84.6896 278.926
1151000 107.136 88.3977 85.2326 280.766
1152000 107.128 88.4264 84.9057 280.46
1153000 107.51 89.0242 85.3314 281.865
1154000 107.669 88.6049 85.5479 281.822
1155000 107.198 88.5719 86.5387 282.309
1156000 107.081 87.5951 85.4095 280.086
1157000 106.838 88.0196 86.5944 281.452
1158000 107.224 88.404 86.6611 282.289
1159000 107.567 89.3907 86.6822 283.64
1160000 108.244 89.6404 86.8472 284.732
1161000 107.956 89.0047 87.2791 284.24
1162000 106.556 88.733 85.6229 280.912
1163000 106.82 87.8597 85.6608 280.341
1164000 106.309 88.3811 86.2614 280.951
1165000 106.928 87.5769 85.88 280.385
1166000 106.141 88.3469 85.4311 279.919
1167000 108.14 88.3647 87.124 283.629
1168000 107.673 88.9167 86.7112 283.3
1169000 107.679 88.5698 86.6195 282.868
1170000 108.649 89.4761 88.2521 286.377
1171000 109.564 89.7329 87.5419 286.839
1172000 110.622 89.5841 87.7702 287.977
1173000 109.157 88.6753 87.4426 285.275
1174000 111.805 90.1672 88.3812 290.354
1175000 112.185 90.9948 88.7499 291.93
1176000 110.215 89.7049 87.5909 287.511
1177000 112.615 90.5088 88.9084 292.032
1178000 111.609 90.2558 88.0037 289.868
1179000 112.082 90.4887 88.1948 290.765
1180000 112.919 91.6011 88.6069 293.127
1181000 112.347 91.658 88.0464 292.051
1182000 111.028 92.1839 88.6116 291.823
1183000 113.024 92.4683 89.4857 294.978
1184000 111.312 91.3071 88.1357 290.755
1185000 110.692 91.0727 87.5863 289.351
1186000 110.042 91.2797 87.3037 288.625
1187000 110.911 91.4961 87.3019 289.709
1188000 111.536 91.7722 87.7144 291.022
1189000 110.839 90.9065 87.817 289.562
1190000 110.295 90.5159 86.7694 287.58
1191000 111.772 91.9219 88.7174 292.411
1192000 111.067 92.0045 88.0712 291.143
1193000 111.04 91.382 87.6838 290.106
1194000 112.449 91.8259 88.014 292.289
1195000 111.355 92.041 87.5234 290.919
1196000 111.269 92.691 87.6483 291.608
1197000 110.967 91.6488 86.6045 289.22
1198000 111.348 92.1602 87.4928 291.001
1199000 110.185 91.3489 87.0104 288.545
1200000 109.568 91.5207 86.4428 287.531
1201000 111.183 92.8626 87.8572 291.903
1202000 111.367 93.4519 88.3696 293.189
1203000 110.941 92.1616 88.8022 291.905
1204000 109.787 92.3338 88.3571 290.478
1205000 110.257 92.0146 87.6606 289.932
1206000 110.419 92.196 89.0151 291.63
1207000 111.445 93.7716 88.5089 293.725
1208000 110.815 92.7009 86.7981 290.314
1209000 109.956 92.9028 86.2177 289.077
1210000 110.224 93.3967 86.3523 289.973
1211000 112.165 95.2268 88.518 295.91
1212000 109.996 93.6502 86.7599 290.406
1213000 110.722 94.1756 86.8347 291.732
1214000 111.165 93.9516 87.0179 292.134
1215000 110.031 94.5715 88.0558 292.658
1216000 109.882 94.1443 87.4017 291.428
1217000 109.833 93.5882 87.2464 290.667
1218000 109.888 94.0971 86.825 290.81
1219000 110.374 93.997 87.2791 291.65
1220000 108.719 94.1611 88.097 290.977
1221000 109.583 93.5803 87.4761 290.64
1222000 109.414 93.7078 87.1767 290.299
1223000 109.631 93.9657 88.1099 291.707
1224000 110.29 94.2322 88.6934 293.215
1225000 111.424 95.2655 89.2523 295.941
1226000 111.444 96.2467 88.6712 296.362
1227000 112.215 96.3294 89.635 298.179
1228000 113.005 97.4921 89.448 299.946
1229000 113.364 98.6971 90.795 302.856
1230000 111.286 97.3453 88.6461 297.277
1231000 114.604 98.4049 90.8836 303.892
1232000 112.336 97.5702 89.1587 299.065
1233000 112.411 97.3964 88.9931 298.8
1234000 112.271 98.2184 89.4471 299.936
1235000 113.503 97.0787 89.563 300.144
1236000 112.317 97.5043 89.2362 299.057
1237000 113.438 98.1884 89.7872 301.413
1238000 112.003 97.5003 89.4057 298.909
1239000 112.618 97.4108 89.7689 299.798
1240000 113.147 98.5932 90.5387 302.279
1241000 112.901 98.5657 89.1659 300.633
1242000 114.275 99.3607 90.3796 304.016
1243000 113.932 98.9672 91.1317 304.031
1244000 114.4 99.9085 90.3512 304.66
1245000 113.232 98.4788 89.8873 301.598
1246000 113.279 99.7077 90.9628 303.949
1247000 114.262 100.195 89.7706 304.228
1248000 112.373 98.7258 88.5907 299.689
1249000 113.836 99.3809 89.0529 302.269
1250000 114.472 100.667 90.3943 305.533
1251000 114.173 100.409 89.9362 304.519
1252000 114.436 101.524 90.4789 306.438
1253000 115.04 101.513 91.0132 307.566
1254000 113.585 100.076 90.1304 303.791
1255000 112.46 100.272 90.5283 303.26
1256000 114.204 102.01 91.4061 307.62
1257000 114 101.379 91.6809 307.06
1258000 114.732 100.993 91.1238 306.849
1259000 114.386 100.421 91.1998 306.007
1260000 114.001 100.608 91.6638 306.273
